#|   catalogue                                                 |      R2  |    COMA1 |  COMA 2 |    ELL 1 |   ELL 2 |   TREF 1 |  TREF 2 |
| C_20240708_060832_W_5215B602.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0328 | -0.0203 |  -0.0223 |  0.0045 |  -0.2431 |  0.0253 |
| C_20240708_060832_W_5215B602.VIS.bin_02_01_stars2_mom.cat    |    1.977 |   0.0322 | -0.0182 |  -0.0242 |  0.0040 |  -0.2397 |  0.0354 |
| C_20240708_062618_W_5215B682.VIS.bin_01_01_stars2_mom.cat    |    2.008 |   0.0323 | -0.0155 |  -0.0329 |  0.0096 |  -0.2326 |  0.0198 |
| C_20240708_062618_W_5215B682.VIS.bin_02_01_stars2_mom.cat    |    1.991 |   0.0289 | -0.0162 |  -0.0302 |  0.0044 |  -0.2399 |  0.0268 |
| C_20240708_064404_W_5215B706.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0363 | -0.0221 |  -0.0182 |  0.0052 |  -0.2366 |  0.0261 |
| C_20240708_070150_W_5215B780.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0335 | -0.0219 |  -0.0193 |  0.0067 |  -0.2354 |  0.0315 |
| C_20240708_072309_W_5215B802.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0277 | -0.0188 |  -0.0237 |  0.0065 |  -0.2340 |  0.0297 |
| C_20240708_072309_W_5215B802.VIS.bin_02_01_stars2_mom.cat    |    1.959 |   0.0273 | -0.0263 |  -0.0203 |  0.0060 |  -0.2362 |  0.0231 |
| C_20240708_074055_W_5215B882.VIS.bin_01_01_stars2_mom.cat    |    1.981 |   0.0307 | -0.0176 |  -0.0195 |  0.0089 |  -0.2377 |  0.0273 |
| C_20240708_074055_W_5215B882.VIS.bin_02_01_stars2_mom.cat    |    1.972 |   0.0265 | -0.0210 |  -0.0258 |  0.0088 |  -0.2331 |  0.0247 |
| C_20240708_075841_W_5215B904.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0302 | -0.0192 |  -0.0209 |  0.0055 |  -0.2342 |  0.0260 |
| C_20240708_081627_W_5215B980.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0303 | -0.0200 |  -0.0250 |  0.0092 |  -0.2344 |  0.0302 |
| C_20240708_083725_W_5215BA02.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0289 | -0.0158 |  -0.0237 |  0.0048 |  -0.2353 |  0.0272 |
| C_20240708_083725_W_5215BA02.VIS.bin_02_01_stars2_mom.cat    |    1.942 |   0.0218 | -0.0202 |  -0.0186 |  0.0007 |  -0.2369 |  0.0298 |
| C_20240708_085511_W_5215BA82.VIS.bin_01_01_stars2_mom.cat    |    1.972 |   0.0322 | -0.0186 |  -0.0203 |  0.0056 |  -0.2321 |  0.0380 |
| C_20240708_085511_W_5215BA82.VIS.bin_02_01_stars2_mom.cat    |    1.943 |   0.0215 | -0.0098 |  -0.0189 | -0.0028 |  -0.2280 |  0.0253 |
| C_20240708_091257_W_5215BB06.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0300 | -0.0198 |  -0.0214 |  0.0057 |  -0.2309 |  0.0342 |
| C_20240708_093043_W_5215BB88.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0322 | -0.0163 |  -0.0243 |  0.0062 |  -0.2332 |  0.0299 |
| C_20240708_095122_W_5215BC02.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0327 | -0.0144 |  -0.0219 |  0.0054 |  -0.2346 |  0.0316 |
| C_20240708_095122_W_5215BC02.VIS.bin_02_01_stars2_mom.cat    |    1.949 |   0.0258 | -0.0135 |  -0.0187 |  0.0022 |  -0.2463 |  0.0325 |
| C_20240708_100908_W_5215BC82.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0278 | -0.0176 |  -0.0261 |  0.0069 |  -0.2321 |  0.0283 |
| C_20240708_100908_W_5215BC82.VIS.bin_02_01_stars2_mom.cat    |    1.966 |   0.0257 | -0.0117 |  -0.0278 |  0.0054 |  -0.2372 |  0.0348 |
| C_20240708_102654_W_5215BD04.VIS.bin_01_01_stars2_mom.cat    |    1.985 |   0.0315 | -0.0188 |  -0.0246 |  0.0023 |  -0.2351 |  0.0267 |
| C_20240708_104440_W_5215BD80.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0316 | -0.0209 |  -0.0185 |  0.0068 |  -0.2368 |  0.0258 |
| C_20240708_110519_W_5215BE02.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0279 | -0.0192 |  -0.0181 |  0.0059 |  -0.2369 |  0.0281 |
| C_20240708_110519_W_5215BE02.VIS.bin_02_01_stars2_mom.cat    |    1.956 |   0.0289 | -0.0146 |  -0.0203 |  0.0001 |  -0.2314 |  0.0300 |
| C_20240708_112305_W_5215BE82.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0297 | -0.0228 |  -0.0193 |  0.0055 |  -0.2294 |  0.0282 |
| C_20240708_112305_W_5215BE82.VIS.bin_02_01_stars2_mom.cat    |    1.983 |   0.0243 | -0.0155 |  -0.0336 |  0.0022 |  -0.2251 |  0.0300 |
| C_20240708_114051_W_5215BF06.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0288 | -0.0192 |  -0.0217 |  0.0073 |  -0.2337 |  0.0322 |
| C_20240708_115837_W_5215BF88.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0315 | -0.0163 |  -0.0200 |  0.0058 |  -0.2320 |  0.0261 |
| C_20240708_121908_W_5215C002.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0306 | -0.0185 |  -0.0230 |  0.0070 |  -0.2327 |  0.0272 |
| C_20240708_121908_W_5215C002.VIS.bin_02_01_stars2_mom.cat    |    1.959 |   0.0273 | -0.0201 |  -0.0198 |  0.0088 |  -0.2315 |  0.0246 |
| C_20240708_123654_W_5215C082.VIS.bin_01_01_stars2_mom.cat    |    1.966 |   0.0303 | -0.0184 |  -0.0209 |  0.0046 |  -0.2328 |  0.0325 |
| C_20240708_123654_W_5215C082.VIS.bin_02_01_stars2_mom.cat    |    1.953 |   0.0254 | -0.0243 |  -0.0214 |  0.0049 |  -0.2332 |  0.0240 |
| C_20240708_125440_W_5215C104.VIS.bin_01_01_stars2_mom.cat    |    1.966 |   0.0288 | -0.0215 |  -0.0181 |  0.0063 |  -0.2349 |  0.0345 |
| C_20240708_131226_W_5215C180.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0269 | -0.0192 |  -0.0192 |  0.0005 |  -0.2305 |  0.0306 |
| C_20240708_133300_W_5215C202.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0320 | -0.0240 |  -0.0183 |  0.0037 |  -0.2383 |  0.0225 |
| C_20240708_133300_W_5215C202.VIS.bin_02_01_stars2_mom.cat    |    1.984 |   0.0256 | -0.0126 |  -0.0261 | -0.0086 |  -0.2286 |  0.0301 |
| C_20240708_135046_W_5215C282.VIS.bin_01_01_stars2_mom.cat    |    1.985 |   0.0337 | -0.0242 |  -0.0182 |  0.0091 |  -0.2273 |  0.0262 |
| C_20240708_135046_W_5215C282.VIS.bin_02_01_stars2_mom.cat    |    1.965 |   0.0293 | -0.0194 |  -0.0216 |  0.0024 |  -0.2365 |  0.0353 |
| C_20240708_140832_W_5215C306.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0349 | -0.0242 |  -0.0201 |  0.0079 |  -0.2317 |  0.0369 |
| C_20240708_142618_W_5215C388.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0336 | -0.0197 |  -0.0195 |  0.0044 |  -0.2324 |  0.0312 |
| C_20240708_144648_W_5215C402.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0304 | -0.0166 |  -0.0214 |  0.0086 |  -0.2332 |  0.0283 |
| C_20240708_144648_W_5215C402.VIS.bin_02_01_stars2_mom.cat    |    1.954 |   0.0242 | -0.0232 |  -0.0171 |  0.0000 |  -0.2383 |  0.0224 |
| C_20240708_150434_W_5215C482.VIS.bin_01_01_stars2_mom.cat    |    1.970 |   0.0302 | -0.0197 |  -0.0174 |  0.0054 |  -0.2374 |  0.0282 |
| C_20240708_150434_W_5215C482.VIS.bin_02_01_stars2_mom.cat    |    1.951 |   0.0308 | -0.0135 |  -0.0185 | -0.0001 |  -0.2378 |  0.0276 |
| C_20240708_152220_W_5215C504.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0297 | -0.0191 |  -0.0231 |  0.0083 |  -0.2331 |  0.0320 |
| C_20240708_154006_W_5215C580.VIS.bin_01_01_stars2_mom.cat    |    1.962 |   0.0299 | -0.0183 |  -0.0193 |  0.0083 |  -0.2363 |  0.0302 |
| C_20240708_160036_W_5215C602.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0299 | -0.0195 |  -0.0178 |  0.0067 |  -0.2300 |  0.0295 |
| C_20240708_160036_W_5215C602.VIS.bin_02_01_stars2_mom.cat    |    1.961 |   0.0249 | -0.0183 |  -0.0199 |  0.0036 |  -0.2380 |  0.0269 |
| C_20240708_161822_W_5215C682.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0319 | -0.0195 |  -0.0188 |  0.0069 |  -0.2365 |  0.0243 |
| C_20240708_161822_W_5215C682.VIS.bin_02_01_stars2_mom.cat    |    1.956 |   0.0269 | -0.0168 |  -0.0187 | -0.0012 |  -0.2364 |  0.0269 |
| C_20240708_163608_W_5215C706.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0280 | -0.0209 |  -0.0219 |  0.0057 |  -0.2351 |  0.0297 |
| C_20240708_165354_W_5215C780.VIS.bin_01_01_stars2_mom.cat    |    1.993 |   0.0290 | -0.0234 |  -0.0242 |  0.0086 |  -0.2323 |  0.0294 |
| C_20240708_171430_W_5215C802.VIS.bin_01_01_stars2_mom.cat    |    1.966 |   0.0330 | -0.0193 |  -0.0161 |  0.0055 |  -0.2424 |  0.0266 |
| C_20240708_171430_W_5215C802.VIS.bin_02_01_stars2_mom.cat    |    1.947 |   0.0303 | -0.0149 |  -0.0164 | -0.0013 |  -0.2370 |  0.0265 |
| C_20240708_173216_W_5215C882.VIS.bin_01_01_stars2_mom.cat    |    1.962 |   0.0322 | -0.0193 |  -0.0157 |  0.0045 |  -0.2387 |  0.0239 |
| C_20240708_173216_W_5215C882.VIS.bin_02_01_stars2_mom.cat    |    1.962 |   0.0320 | -0.0094 |  -0.0196 | -0.0069 |  -0.2305 |  0.0263 |
| C_20240708_175002_W_5215C904.VIS.bin_01_01_stars2_mom.cat    |    1.962 |   0.0289 | -0.0133 |  -0.0199 |  0.0051 |  -0.2337 |  0.0287 |
| C_20240708_180748_W_5215C988.VIS.bin_01_01_stars2_mom.cat    |    1.970 |   0.0334 | -0.0166 |  -0.0172 |  0.0071 |  -0.2353 |  0.0236 |
| C_20240708_182820_W_5215CA02.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0312 | -0.0201 |  -0.0220 |  0.0042 |  -0.2372 |  0.0259 |
| C_20240708_182820_W_5215CA02.VIS.bin_02_01_stars2_mom.cat    |    1.956 |   0.0264 | -0.0211 |  -0.0209 |  0.0009 |  -0.2334 |  0.0290 |
| C_20240708_184606_W_5215CA82.VIS.bin_01_01_stars2_mom.cat    |    1.966 |   0.0345 | -0.0190 |  -0.0180 |  0.0077 |  -0.2352 |  0.0297 |
| C_20240708_184606_W_5215CA82.VIS.bin_02_01_stars2_mom.cat    |    1.969 |   0.0272 | -0.0213 |  -0.0240 |  0.0011 |  -0.2296 |  0.0265 |
| C_20240708_190352_W_5215CB06.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0292 | -0.0191 |  -0.0221 |  0.0046 |  -0.2311 |  0.0271 |
| C_20240708_192138_W_5215CB80.VIS.bin_01_01_stars2_mom.cat    |    1.965 |   0.0286 | -0.0137 |  -0.0198 |  0.0062 |  -0.2357 |  0.0284 |
| C_20240708_194209_W_5215CC02.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0284 | -0.0167 |  -0.0225 |  0.0052 |  -0.2329 |  0.0324 |
| C_20240708_194209_W_5215CC02.VIS.bin_02_01_stars2_mom.cat    |    1.988 |   0.0257 | -0.0159 |  -0.0372 |  0.0013 |  -0.2291 |  0.0333 |
| C_20240708_195955_W_5215CC82.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0301 | -0.0210 |  -0.0229 |  0.0076 |  -0.2328 |  0.0236 |
| C_20240708_195955_W_5215CC82.VIS.bin_02_01_stars2_mom.cat    |    1.970 |   0.0311 | -0.0173 |  -0.0219 |  0.0007 |  -0.2406 |  0.0245 |
| C_20240708_201741_W_5215CD04.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0279 | -0.0165 |  -0.0204 |  0.0056 |  -0.2364 |  0.0286 |
| C_20240708_203527_W_5215CD80.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0320 | -0.0184 |  -0.0247 |  0.0033 |  -0.2325 |  0.0329 |
| C_20240708_205606_W_5215CE02.VIS.bin_01_01_stars2_mom.cat    |    1.963 |   0.0279 | -0.0214 |  -0.0194 |  0.0050 |  -0.2346 |  0.0256 |
| C_20240708_205606_W_5215CE02.VIS.bin_02_01_stars2_mom.cat    |    1.973 |   0.0262 | -0.0252 |  -0.0130 |  0.0088 |  -0.2343 |  0.0271 |
| C_20240708_211352_W_5215CE82.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0290 | -0.0175 |  -0.0213 |  0.0049 |  -0.2360 |  0.0272 |
| C_20240708_211352_W_5215CE82.VIS.bin_02_01_stars2_mom.cat    |    1.965 |   0.0278 | -0.0246 |  -0.0177 |  0.0012 |  -0.2379 |  0.0204 |
| C_20240708_213138_W_5215CF06.VIS.bin_01_01_stars2_mom.cat    |    1.966 |   0.0303 | -0.0174 |  -0.0210 |  0.0054 |  -0.2356 |  0.0274 |
| C_20240708_214924_W_5215CF88.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0305 | -0.0183 |  -0.0233 |  0.0063 |  -0.2319 |  0.0261 |
| C_20240708_221007_W_5215D002.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0291 | -0.0142 |  -0.0248 |  0.0032 |  -0.2372 |  0.0340 |
| C_20240708_221007_W_5215D002.VIS.bin_02_01_stars2_mom.cat    |    1.964 |   0.0260 | -0.0136 |  -0.0195 |  0.0060 |  -0.2399 |  0.0259 |
| C_20240708_222753_W_5215D082.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0285 | -0.0122 |  -0.0208 |  0.0061 |  -0.2386 |  0.0257 |
| C_20240708_222753_W_5215D082.VIS.bin_02_01_stars2_mom.cat    |    2.000 |   0.0256 | -0.0062 |  -0.0399 |  0.0047 |  -0.2301 |  0.0190 |
| C_20240708_224539_W_5215D104.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0305 | -0.0176 |  -0.0264 |  0.0053 |  -0.2343 |  0.0326 |
| C_20240708_230325_W_5215D180.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0360 | -0.0172 |  -0.0205 |  0.0037 |  -0.2339 |  0.0355 |
| C_20240708_232403_W_5215D202.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0328 | -0.0237 |  -0.0224 |  0.0059 |  -0.2381 |  0.0289 |
| C_20240708_232403_W_5215D202.VIS.bin_02_01_stars2_mom.cat    |    1.968 |   0.0296 | -0.0171 |  -0.0203 |  0.0047 |  -0.2383 |  0.0242 |
| C_20240708_234149_W_5215D282.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0309 | -0.0217 |  -0.0183 |  0.0054 |  -0.2348 |  0.0267 |
| C_20240708_234149_W_5215D282.VIS.bin_02_01_stars2_mom.cat    |    1.979 |   0.0255 | -0.0186 |  -0.0258 |  0.0017 |  -0.2326 |  0.0265 |
| C_20240708_235935_W_5215D306.VIS.bin_01_01_stars2_mom.cat    |    1.966 |   0.0270 | -0.0158 |  -0.0191 |  0.0054 |  -0.2350 |  0.0280 |
| C_20240709_001721_W_5215D388.VIS.bin_01_01_stars2_mom.cat    |    1.965 |   0.0301 | -0.0181 |  -0.0177 |  0.0040 |  -0.2329 |  0.0331 |
| C_20240709_003759_W_5215D402.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0323 | -0.0169 |  -0.0214 |  0.0045 |  -0.2406 |  0.0244 |
| C_20240709_003759_W_5215D402.VIS.bin_02_01_stars2_mom.cat    |    1.975 |   0.0278 | -0.0191 |  -0.0233 | -0.0001 |  -0.2350 |  0.0240 |
| C_20240709_005545_W_5215D482.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0309 | -0.0131 |  -0.0178 |  0.0070 |  -0.2350 |  0.0311 |
| C_20240709_005545_W_5215D482.VIS.bin_02_01_stars2_mom.cat    |    1.976 |   0.0293 | -0.0183 |  -0.0217 | -0.0002 |  -0.2319 |  0.0216 |
| C_20240709_011331_W_5215D504.VIS.bin_01_01_stars2_mom.cat    |    1.972 |   0.0295 | -0.0173 |  -0.0170 |  0.0060 |  -0.2356 |  0.0313 |
| C_20240709_013117_W_5215D580.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0344 | -0.0181 |  -0.0186 |  0.0069 |  -0.2353 |  0.0308 |
| C_20240709_015156_W_5215D602.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0274 | -0.0193 |  -0.0243 |  0.0071 |  -0.2296 |  0.0298 |
| C_20240709_015156_W_5215D602.VIS.bin_02_01_stars2_mom.cat    |    1.966 |   0.0265 | -0.0185 |  -0.0230 |  0.0005 |  -0.2330 |  0.0370 |
| C_20240709_020942_W_5215D682.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0319 | -0.0166 |  -0.0172 |  0.0077 |  -0.2379 |  0.0334 |
| C_20240709_020942_W_5215D682.VIS.bin_02_01_stars2_mom.cat    |    1.950 |   0.0268 | -0.0157 |  -0.0168 |  0.0055 |  -0.2390 |  0.0315 |
| C_20240709_022728_W_5215D706.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0313 | -0.0202 |  -0.0203 |  0.0075 |  -0.2340 |  0.0263 |
| C_20240709_024514_W_5215D788.VIS.bin_01_01_stars2_mom.cat    |    1.992 |   0.0332 | -0.0167 |  -0.0230 |  0.0063 |  -0.2322 |  0.0236 |
| C_20240709_030553_W_5215D802.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0294 | -0.0201 |  -0.0211 |  0.0039 |  -0.2326 |  0.0328 |
| C_20240709_030553_W_5215D802.VIS.bin_02_01_stars2_mom.cat    |    1.961 |   0.0241 | -0.0162 |  -0.0244 |  0.0000 |  -0.2343 |  0.0280 |
| C_20240709_032339_W_5215D882.VIS.bin_01_01_stars2_mom.cat    |    1.993 |   0.0317 | -0.0204 |  -0.0218 |  0.0048 |  -0.2355 |  0.0278 |
| C_20240709_032339_W_5215D882.VIS.bin_02_01_stars2_mom.cat    |    1.970 |   0.0296 | -0.0232 |  -0.0199 | -0.0003 |  -0.2414 |  0.0243 |
| C_20240709_034125_W_5215D904.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0349 | -0.0167 |  -0.0177 |  0.0060 |  -0.2384 |  0.0240 |
| C_20240709_035911_W_5215D980.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0299 | -0.0178 |  -0.0188 |  0.0068 |  -0.2331 |  0.0276 |
| C_20240709_041954_W_5215DA02.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0343 | -0.0163 |  -0.0213 |  0.0052 |  -0.2366 |  0.0295 |
| C_20240709_041954_W_5215DA02.VIS.bin_02_01_stars2_mom.cat    |    1.957 |   0.0286 | -0.0198 |  -0.0155 |  0.0023 |  -0.2415 |  0.0348 |
| C_20240709_043740_W_5215DA82.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0308 | -0.0175 |  -0.0213 |  0.0058 |  -0.2347 |  0.0320 |
| C_20240709_043740_W_5215DA82.VIS.bin_02_01_stars2_mom.cat    |    1.962 |   0.0287 | -0.0250 |  -0.0196 |  0.0016 |  -0.2382 |  0.0360 |
| C_20240709_045526_W_5215DB06.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0309 | -0.0163 |  -0.0198 |  0.0042 |  -0.2369 |  0.0308 |
| C_20240709_051312_W_5215DB80.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0345 | -0.0191 |  -0.0193 |  0.0032 |  -0.2359 |  0.0312 |
| C_20240709_053357_W_5215DC02.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0337 | -0.0188 |  -0.0202 |  0.0068 |  -0.2385 |  0.0301 |
| C_20240709_053357_W_5215DC02.VIS.bin_02_01_stars2_mom.cat    |    1.961 |   0.0307 | -0.0144 |  -0.0149 | -0.0067 |  -0.2380 |  0.0341 |
| C_20240709_055143_W_5215DC82.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0316 | -0.0153 |  -0.0217 |  0.0042 |  -0.2348 |  0.0295 |
| C_20240709_055143_W_5215DC82.VIS.bin_02_01_stars2_mom.cat    |    1.955 |   0.0255 | -0.0168 |  -0.0223 |  0.0053 |  -0.2344 |  0.0350 |
| C_20240709_060929_W_5215DD04.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0329 | -0.0196 |  -0.0212 |  0.0069 |  -0.2346 |  0.0307 |
| C_20240709_062715_W_5215DD88.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0326 | -0.0195 |  -0.0203 |  0.0065 |  -0.2394 |  0.0324 |
| C_20240709_064753_W_5215DE02.VIS.bin_01_01_stars2_mom.cat    |    1.992 |   0.0313 | -0.0155 |  -0.0278 |  0.0065 |  -0.2314 |  0.0387 |
| C_20240709_064753_W_5215DE02.VIS.bin_02_01_stars2_mom.cat    |    1.946 |   0.0248 | -0.0244 |  -0.0178 |  0.0070 |  -0.2352 |  0.0312 |
| C_20240709_070539_W_5215DE82.VIS.bin_01_01_stars2_mom.cat    |    1.997 |   0.0317 | -0.0195 |  -0.0253 |  0.0070 |  -0.2336 |  0.0311 |
| C_20240709_070539_W_5215DE82.VIS.bin_02_01_stars2_mom.cat    |    1.947 |   0.0255 | -0.0205 |  -0.0204 |  0.0012 |  -0.2358 |  0.0232 |
| C_20240709_072325_W_5215DF06.VIS.bin_01_01_stars2_mom.cat    |    1.993 |   0.0305 | -0.0159 |  -0.0262 |  0.0067 |  -0.2367 |  0.0278 |
| C_20240709_074111_W_5215DF80.VIS.bin_01_01_stars2_mom.cat    |    1.985 |   0.0326 | -0.0195 |  -0.0188 |  0.0070 |  -0.2311 |  0.0355 |
| C_20240709_080153_W_5215E002.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0272 | -0.0231 |  -0.0202 |  0.0044 |  -0.2336 |  0.0272 |
| C_20240709_080153_W_5215E002.VIS.bin_02_01_stars2_mom.cat    |    1.964 |   0.0276 | -0.0155 |  -0.0188 | -0.0034 |  -0.2370 |  0.0305 |
| C_20240709_081939_W_5215E082.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0308 | -0.0184 |  -0.0204 |  0.0055 |  -0.2342 |  0.0224 |
| C_20240709_081939_W_5215E082.VIS.bin_02_01_stars2_mom.cat    |    1.955 |   0.0285 | -0.0205 |  -0.0180 | -0.0006 |  -0.2372 |  0.0232 |
| C_20240709_083725_W_5215E104.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0324 | -0.0214 |  -0.0181 |  0.0062 |  -0.2380 |  0.0270 |
| C_20240709_085511_W_5215E180.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0320 | -0.0186 |  -0.0195 |  0.0066 |  -0.2321 |  0.0236 |
| C_20240709_091550_W_5215E202.VIS.bin_01_01_stars2_mom.cat    |    1.985 |   0.0279 | -0.0216 |  -0.0178 |  0.0058 |  -0.2350 |  0.0273 |
| C_20240709_091550_W_5215E202.VIS.bin_02_01_stars2_mom.cat    |    1.964 |   0.0267 | -0.0156 |  -0.0186 | -0.0029 |  -0.2407 |  0.0322 |
| C_20240709_093336_W_5215E282.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0309 | -0.0205 |  -0.0189 |  0.0075 |  -0.2338 |  0.0283 |
| C_20240709_093336_W_5215E282.VIS.bin_02_01_stars2_mom.cat    |    1.953 |   0.0244 | -0.0171 |  -0.0203 |  0.0000 |  -0.2326 |  0.0272 |
| C_20240709_095122_W_5215E306.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0282 | -0.0172 |  -0.0205 |  0.0058 |  -0.2358 |  0.0328 |
| C_20240709_100908_W_5215E388.VIS.bin_01_01_stars2_mom.cat    |    1.997 |   0.0302 | -0.0193 |  -0.0289 |  0.0054 |  -0.2322 |  0.0304 |
| C_20240709_102946_W_5215E402.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0315 | -0.0212 |  -0.0206 |  0.0063 |  -0.2337 |  0.0338 |
| C_20240709_102946_W_5215E402.VIS.bin_02_01_stars2_mom.cat    |    1.996 |   0.0306 | -0.0126 |  -0.0312 |  0.0026 |  -0.2282 |  0.0256 |
| C_20240709_104732_W_5215E482.VIS.bin_01_01_stars2_mom.cat    |    1.981 |   0.0313 | -0.0160 |  -0.0230 |  0.0079 |  -0.2349 |  0.0288 |
| C_20240709_104732_W_5215E482.VIS.bin_02_01_stars2_mom.cat    |    1.976 |   0.0320 | -0.0242 |  -0.0234 |  0.0050 |  -0.2316 |  0.0305 |
| C_20240709_110518_W_5215E504.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0351 | -0.0161 |  -0.0187 |  0.0055 |  -0.2363 |  0.0319 |
| C_20240709_112304_W_5215E580.VIS.bin_01_01_stars2_mom.cat    |    1.972 |   0.0274 | -0.0147 |  -0.0199 |  0.0062 |  -0.2374 |  0.0338 |
| C_20240709_114343_W_5215E602.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0311 | -0.0197 |  -0.0249 |  0.0070 |  -0.2300 |  0.0252 |
| C_20240709_114343_W_5215E602.VIS.bin_02_01_stars2_mom.cat    |    1.961 |   0.0281 | -0.0218 |  -0.0233 |  0.0053 |  -0.2302 |  0.0278 |
| C_20240709_120129_W_5215E682.VIS.bin_01_01_stars2_mom.cat    |    1.985 |   0.0317 | -0.0175 |  -0.0233 |  0.0077 |  -0.2328 |  0.0270 |
| C_20240709_120129_W_5215E682.VIS.bin_02_01_stars2_mom.cat    |    1.949 |   0.0303 | -0.0170 |  -0.0185 |  0.0021 |  -0.2319 |  0.0312 |
| C_20240709_121915_W_5215E706.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0309 | -0.0172 |  -0.0203 |  0.0038 |  -0.2316 |  0.0221 |
| C_20240709_123701_W_5215E788.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0308 | -0.0212 |  -0.0215 |  0.0064 |  -0.2345 |  0.0312 |
| C_20240709_125739_W_5215E802.VIS.bin_01_01_stars2_mom.cat    |    1.989 |   0.0359 | -0.0185 |  -0.0204 |  0.0068 |  -0.2307 |  0.0287 |
| C_20240709_125739_W_5215E802.VIS.bin_02_01_stars2_mom.cat    |    1.990 |   0.0265 | -0.0155 |  -0.0290 |  0.0072 |  -0.2296 |  0.0244 |
| C_20240709_131525_W_5215E882.VIS.bin_01_01_stars2_mom.cat    |    1.998 |   0.0346 | -0.0187 |  -0.0198 |  0.0075 |  -0.2335 |  0.0268 |
| C_20240709_131525_W_5215E882.VIS.bin_02_01_stars2_mom.cat    |    1.984 |   0.0271 | -0.0265 |  -0.0251 | -0.0050 |  -0.2293 |  0.0291 |
