#|   catalogue                                                 |      R2  |    COMA1 |  COMA 2 |    ELL 1 |   ELL 2 |   TREF 1 |  TREF 2 |
| C_20240709_133311_W_5215E904.VIS.bin_01_01_stars2_mom.cat    |    1.994 |   0.0334 | -0.0197 |  -0.0205 |  0.0041 |  -0.2359 |  0.0268 |
| C_20240709_135057_W_5215E980.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0285 | -0.0207 |  -0.0199 |  0.0060 |  -0.2337 |  0.0273 |
| C_20240709_141139_W_5215EA02.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0328 | -0.0146 |  -0.0225 |  0.0064 |  -0.2306 |  0.0290 |
| C_20240709_141139_W_5215EA02.VIS.bin_02_01_stars2_mom.cat    |    1.973 |   0.0293 | -0.0191 |  -0.0222 |  0.0018 |  -0.2373 |  0.0274 |
| C_20240709_142925_W_5215EA82.VIS.bin_01_01_stars2_mom.cat    |    1.991 |   0.0285 | -0.0193 |  -0.0257 |  0.0072 |  -0.2290 |  0.0274 |
| C_20240709_142925_W_5215EA82.VIS.bin_02_01_stars2_mom.cat    |    2.000 |   0.0307 | -0.0231 |  -0.0257 |  0.0049 |  -0.2318 |  0.0197 |
| C_20240709_144711_W_5215EB06.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0344 | -0.0185 |  -0.0213 |  0.0036 |  -0.2288 |  0.0254 |
| C_20240709_150457_W_5215EB88.VIS.bin_01_01_stars2_mom.cat    |    1.996 |   0.0333 | -0.0191 |  -0.0224 |  0.0073 |  -0.2308 |  0.0275 |
| C_20240709_152535_W_5215EC02.VIS.bin_01_01_stars2_mom.cat    |    1.996 |   0.0334 | -0.0169 |  -0.0213 |  0.0080 |  -0.2376 |  0.0265 |
| C_20240709_152535_W_5215EC02.VIS.bin_02_01_stars2_mom.cat    |    1.966 |   0.0305 | -0.0149 |  -0.0165 | -0.0001 |  -0.2321 |  0.0298 |
| C_20240709_154321_W_5215EC82.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0343 | -0.0218 |  -0.0218 |  0.0063 |  -0.2396 |  0.0267 |
| C_20240709_154321_W_5215EC82.VIS.bin_02_01_stars2_mom.cat    |    1.983 |   0.0296 | -0.0094 |  -0.0260 |  0.0017 |  -0.2328 |  0.0227 |
| C_20240709_160107_W_5215ED04.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0300 | -0.0220 |  -0.0210 |  0.0087 |  -0.2320 |  0.0259 |
| C_20240709_161853_W_5215ED80.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0312 | -0.0238 |  -0.0191 |  0.0055 |  -0.2392 |  0.0290 |
| C_20240709_163931_W_5215EE02.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0321 | -0.0194 |  -0.0196 |  0.0074 |  -0.2381 |  0.0278 |
| C_20240709_163931_W_5215EE02.VIS.bin_02_01_stars2_mom.cat    |    1.984 |   0.0280 | -0.0166 |  -0.0241 |  0.0053 |  -0.2367 |  0.0331 |
| C_20240709_165717_W_5215EE82.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0302 | -0.0156 |  -0.0197 |  0.0050 |  -0.2376 |  0.0274 |
| C_20240709_165717_W_5215EE82.VIS.bin_02_01_stars2_mom.cat    |    1.961 |   0.0262 | -0.0130 |  -0.0269 |  0.0024 |  -0.2317 |  0.0359 |
| C_20240709_171503_W_5215EF06.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0322 | -0.0198 |  -0.0220 |  0.0051 |  -0.2316 |  0.0277 |
| C_20240709_173249_W_5215EF80.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0284 | -0.0174 |  -0.0193 |  0.0058 |  -0.2429 |  0.0223 |
| C_20240709_175328_W_5215F002.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0314 | -0.0203 |  -0.0209 |  0.0060 |  -0.2398 |  0.0261 |
| C_20240709_175328_W_5215F002.VIS.bin_02_01_stars2_mom.cat    |    1.983 |   0.0284 | -0.0207 |  -0.0297 |  0.0036 |  -0.2278 |  0.0220 |
| C_20240709_181114_W_5215F082.VIS.bin_01_01_stars2_mom.cat    |    1.989 |   0.0362 | -0.0182 |  -0.0183 |  0.0064 |  -0.2365 |  0.0277 |
| C_20240709_181114_W_5215F082.VIS.bin_02_01_stars2_mom.cat    |    1.977 |   0.0355 | -0.0259 |  -0.0203 |  0.0008 |  -0.2399 |  0.0181 |
| C_20240709_182900_W_5215F104.VIS.bin_01_01_stars2_mom.cat    |    4.096 |   0.0151 | -0.0888 |  -0.2972 |  0.1043 |  -0.0409 | -0.1870 |
| C_20240709_184646_W_5215F188.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0311 | -0.0175 |  -0.0192 |  0.0063 |  -0.2349 |  0.0307 |
| C_20240709_190725_W_5215F202.VIS.bin_01_01_stars2_mom.cat    |    1.994 |   0.0331 | -0.0176 |  -0.0211 |  0.0050 |  -0.2375 |  0.0302 |
| C_20240709_190725_W_5215F202.VIS.bin_02_01_stars2_mom.cat    |    1.970 |   0.0206 | -0.0188 |  -0.0150 |  0.0053 |  -0.2329 |  0.0279 |
| C_20240709_192511_W_5215F282.VIS.bin_01_01_stars2_mom.cat    |    1.981 |   0.0348 | -0.0147 |  -0.0190 |  0.0045 |  -0.2366 |  0.0340 |
| C_20240709_192511_W_5215F282.VIS.bin_02_01_stars2_mom.cat    |    1.971 |   0.0294 | -0.0179 |  -0.0200 | -0.0001 |  -0.2365 |  0.0296 |
| C_20240709_194257_W_5215F306.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0307 | -0.0135 |  -0.0205 |  0.0068 |  -0.2345 |  0.0318 |
| C_20240709_200043_W_5215F380.VIS.bin_01_01_stars2_mom.cat    |    2.019 |   0.0320 | -0.0173 |  -0.0245 | -0.0057 |  -0.2291 |  0.0306 |
| C_20240709_202125_W_5215F402.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0310 | -0.0137 |  -0.0233 |  0.0061 |  -0.2325 |  0.0311 |
| C_20240709_202125_W_5215F402.VIS.bin_02_01_stars2_mom.cat    |    1.948 |   0.0256 | -0.0161 |  -0.0198 |  0.0043 |  -0.2331 |  0.0281 |
| C_20240709_203911_W_5215F482.VIS.bin_01_01_stars2_mom.cat    |    1.967 |   0.0346 | -0.0243 |  -0.0200 |  0.0040 |  -0.2334 |  0.0281 |
| C_20240709_203911_W_5215F482.VIS.bin_02_01_stars2_mom.cat    |    1.952 |   0.0294 | -0.0160 |  -0.0178 | -0.0010 |  -0.2402 |  0.0266 |
| C_20240709_205657_W_5215F504.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0323 | -0.0179 |  -0.0217 |  0.0044 |  -0.2345 |  0.0282 |
| C_20240709_211443_W_5215F580.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0340 | -0.0199 |  -0.0218 |  0.0074 |  -0.2280 |  0.0208 |
| C_20240709_213521_W_5215F602.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0370 | -0.0153 |  -0.0205 |  0.0043 |  -0.2380 |  0.0284 |
| C_20240709_213521_W_5215F602.VIS.bin_02_01_stars2_mom.cat    |    1.995 |   0.0280 | -0.0223 |  -0.0251 |  0.0014 |  -0.2352 |  0.0230 |
| C_20240709_215307_W_5215F682.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0286 | -0.0257 |  -0.0198 |  0.0037 |  -0.2374 |  0.0301 |
| C_20240709_215307_W_5215F682.VIS.bin_02_01_stars2_mom.cat    |    1.979 |   0.0241 | -0.0296 |  -0.0275 |  0.0027 |  -0.2334 |  0.0260 |
| C_20240709_221053_W_5215F706.VIS.bin_01_01_stars2_mom.cat    |    1.992 |   0.0339 | -0.0153 |  -0.0255 |  0.0022 |  -0.2297 |  0.0220 |
| C_20240709_222839_W_5215F788.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0316 | -0.0233 |  -0.0213 |  0.0068 |  -0.2282 |  0.0244 |
| C_20240709_224917_W_5215F802.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0336 | -0.0192 |  -0.0221 |  0.0083 |  -0.2238 |  0.0250 |
| C_20240709_224917_W_5215F802.VIS.bin_02_01_stars2_mom.cat    |    1.961 |   0.0312 | -0.0209 |  -0.0201 |  0.0001 |  -0.2402 |  0.0241 |
| C_20240709_230703_W_5215F882.VIS.bin_01_01_stars2_mom.cat    |    1.993 |   0.0296 | -0.0160 |  -0.0221 |  0.0049 |  -0.2397 |  0.0280 |
| C_20240709_230703_W_5215F882.VIS.bin_02_01_stars2_mom.cat    |    1.994 |   0.0247 | -0.0135 |  -0.0322 |  0.0040 |  -0.2396 |  0.0189 |
| C_20240709_232449_W_5215F904.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0287 | -0.0192 |  -0.0244 |  0.0049 |  -0.2371 |  0.0279 |
| C_20240709_234235_W_5215F980.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0330 | -0.0225 |  -0.0210 |  0.0025 |  -0.2431 |  0.0180 |
| C_20240710_000315_W_5215FA02.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0325 | -0.0201 |  -0.0249 |  0.0068 |  -0.2328 |  0.0335 |
| C_20240710_000315_W_5215FA02.VIS.bin_02_01_stars2_mom.cat    |    1.969 |   0.0312 | -0.0135 |  -0.0260 |  0.0044 |  -0.2354 |  0.0287 |
| C_20240710_002101_W_5215FA82.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0333 | -0.0154 |  -0.0209 |  0.0056 |  -0.2334 |  0.0352 |
| C_20240710_002101_W_5215FA82.VIS.bin_02_01_stars2_mom.cat    |    1.957 |   0.0269 | -0.0144 |  -0.0213 |  0.0005 |  -0.2308 |  0.0329 |
| C_20240710_003847_W_5215FB06.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0346 | -0.0199 |  -0.0195 |  0.0091 |  -0.2392 |  0.0345 |
| C_20240710_005633_W_5215FB88.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0300 | -0.0231 |  -0.0234 |  0.0072 |  -0.2314 |  0.0292 |
| C_20240710_011712_W_5215FC02.VIS.bin_01_01_stars2_mom.cat    |    1.999 |   0.0336 | -0.0242 |  -0.0244 |  0.0048 |  -0.2304 |  0.0174 |
| C_20240710_011712_W_5215FC02.VIS.bin_02_01_stars2_mom.cat    |    1.964 |   0.0255 | -0.0119 |  -0.0203 |  0.0048 |  -0.2336 |  0.0315 |
| C_20240710_013458_W_5215FC82.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0338 | -0.0181 |  -0.0187 |  0.0070 |  -0.2319 |  0.0310 |
| C_20240710_013458_W_5215FC82.VIS.bin_02_01_stars2_mom.cat    |    1.986 |   0.0257 | -0.0109 |  -0.0340 | -0.0051 |  -0.2261 |  0.0341 |
| C_20240710_015244_W_5215FD04.VIS.bin_01_01_stars2_mom.cat    |    1.994 |   0.0320 | -0.0188 |  -0.0232 |  0.0060 |  -0.2352 |  0.0296 |
| C_20240710_021030_W_5215FD80.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0293 | -0.0171 |  -0.0226 |  0.0048 |  -0.2366 |  0.0316 |
| C_20240710_023109_W_5215FE02.VIS.bin_01_01_stars2_mom.cat    |    1.972 |   0.0304 | -0.0146 |  -0.0184 |  0.0045 |  -0.2335 |  0.0298 |
| C_20240710_023109_W_5215FE02.VIS.bin_02_01_stars2_mom.cat    |    1.967 |   0.0216 | -0.0174 |  -0.0184 | -0.0032 |  -0.2404 |  0.0285 |
| C_20240710_024855_W_5215FE82.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0356 | -0.0121 |  -0.0169 |  0.0034 |  -0.2337 |  0.0258 |
| C_20240710_024855_W_5215FE82.VIS.bin_02_01_stars2_mom.cat    |    1.975 |   0.0287 | -0.0224 |  -0.0169 | -0.0003 |  -0.2273 |  0.0222 |
| C_20240710_030641_W_5215FF06.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0285 | -0.0117 |  -0.0255 |  0.0059 |  -0.2327 |  0.0272 |
| C_20240710_032427_W_5215FF88.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0304 | -0.0117 |  -0.0207 |  0.0053 |  -0.2330 |  0.0317 |
| C_20240710_034459_W_52160002.VIS.bin_01_01_stars2_mom.cat    |    1.965 |   0.0271 | -0.0165 |  -0.0217 |  0.0050 |  -0.2283 |  0.0307 |
| C_20240710_034459_W_52160002.VIS.bin_02_01_stars2_mom.cat    |    1.965 |   0.0234 | -0.0261 |  -0.0198 |  0.0007 |  -0.2365 |  0.0289 |
| C_20240710_040245_W_52160082.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0276 | -0.0157 |  -0.0210 |  0.0051 |  -0.2348 |  0.0302 |
| C_20240710_040245_W_52160082.VIS.bin_02_01_stars2_mom.cat    |    1.961 |   0.0214 | -0.0145 |  -0.0169 | -0.0020 |  -0.2393 |  0.0258 |
| C_20240710_042031_W_52160104.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0270 | -0.0132 |  -0.0238 |  0.0053 |  -0.2304 |  0.0310 |
| C_20240710_043817_W_52160180.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0288 | -0.0165 |  -0.0203 |  0.0059 |  -0.2321 |  0.0297 |
| C_20240710_045849_W_52160202.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0341 | -0.0214 |  -0.0212 |  0.0087 |  -0.2316 |  0.0267 |
| C_20240710_045849_W_52160202.VIS.bin_02_01_stars2_mom.cat    |    1.993 |   0.0283 | -0.0201 |  -0.0313 |  0.0004 |  -0.2285 |  0.0207 |
| C_20240710_051635_W_52160282.VIS.bin_01_01_stars2_mom.cat    |    1.985 |   0.0320 | -0.0186 |  -0.0257 |  0.0062 |  -0.2232 |  0.0261 |
| C_20240710_051635_W_52160282.VIS.bin_02_01_stars2_mom.cat    |    1.978 |   0.0273 | -0.0222 |  -0.0193 |  0.0020 |  -0.2294 |  0.0321 |
| C_20240710_053421_W_52160306.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0312 | -0.0117 |  -0.0217 |  0.0078 |  -0.2297 |  0.0369 |
| C_20240710_055207_W_52160380.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0347 | -0.0077 |  -0.0210 |  0.0063 |  -0.2363 |  0.0376 |
| C_20240710_061240_W_52160402.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0305 | -0.0154 |  -0.0232 |  0.0070 |  -0.2334 |  0.0306 |
| C_20240710_061240_W_52160402.VIS.bin_02_01_stars2_mom.cat    |    1.995 |   0.0347 | -0.0180 |  -0.0180 |  0.0058 |  -0.2209 |  0.0237 |
| C_20240710_063026_W_52160482.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0358 | -0.0203 |  -0.0168 |  0.0055 |  -0.2334 |  0.0287 |
| C_20240710_063026_W_52160482.VIS.bin_02_01_stars2_mom.cat    |    1.954 |   0.0286 | -0.0147 |  -0.0176 |  0.0025 |  -0.2304 |  0.0334 |
| C_20240710_064812_W_52160504.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0357 | -0.0161 |  -0.0224 |  0.0077 |  -0.2304 |  0.0345 |
| C_20240710_070558_W_52160588.VIS.bin_01_01_stars2_mom.cat    |    1.997 |   0.0356 | -0.0201 |  -0.0212 |  0.0075 |  -0.2412 |  0.0359 |
| C_20240710_072632_W_52160602.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0328 | -0.0179 |  -0.0203 |  0.0072 |  -0.2424 |  0.0268 |
| C_20240710_072632_W_52160602.VIS.bin_02_01_stars2_mom.cat    |    1.964 |   0.0252 | -0.0146 |  -0.0211 |  0.0053 |  -0.2368 |  0.0318 |
| C_20240710_074418_W_52160682.VIS.bin_01_01_stars2_mom.cat    |    2.003 |   0.0321 | -0.0120 |  -0.0233 |  0.0031 |  -0.2389 |  0.0293 |
| C_20240710_074418_W_52160682.VIS.bin_02_01_stars2_mom.cat    |    1.943 |   0.0255 | -0.0193 |  -0.0177 | -0.0022 |  -0.2352 |  0.0305 |
| C_20240710_080204_W_52160706.VIS.bin_01_01_stars2_mom.cat    |    1.998 |   0.0369 | -0.0237 |  -0.0225 |  0.0034 |  -0.2366 |  0.0176 |
| C_20240710_081950_W_52160780.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0333 | -0.0217 |  -0.0223 |  0.0046 |  -0.2408 |  0.0278 |
| C_20240710_084021_W_52160802.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0340 | -0.0196 |  -0.0232 |  0.0066 |  -0.2307 |  0.0350 |
| C_20240710_084021_W_52160802.VIS.bin_02_01_stars2_mom.cat    |    1.975 |   0.0275 | -0.0193 |  -0.0257 | -0.0018 |  -0.2317 |  0.0313 |
| C_20240710_085807_W_52160882.VIS.bin_01_01_stars2_mom.cat    |    1.991 |   0.0353 | -0.0210 |  -0.0225 |  0.0070 |  -0.2373 |  0.0317 |
| C_20240710_085807_W_52160882.VIS.bin_02_01_stars2_mom.cat    |    1.995 |   0.0223 | -0.0272 |  -0.0185 |  0.0084 |  -0.2334 |  0.0253 |
| C_20240710_091553_W_52160904.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0305 | -0.0225 |  -0.0188 |  0.0051 |  -0.2373 |  0.0274 |
| C_20240710_093339_W_52160980.VIS.bin_01_01_stars2_mom.cat    |    1.991 |   0.0338 | -0.0193 |  -0.0223 |  0.0058 |  -0.2399 |  0.0293 |
| C_20240710_095409_W_52160A02.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0329 | -0.0140 |  -0.0166 |  0.0057 |  -0.2346 |  0.0294 |
| C_20240710_095409_W_52160A02.VIS.bin_02_01_stars2_mom.cat    |    1.970 |   0.0302 | -0.0180 |  -0.0208 |  0.0031 |  -0.2288 |  0.0382 |
| C_20240710_101155_W_52160A82.VIS.bin_01_01_stars2_mom.cat    |    2.009 |   0.0349 | -0.0164 |  -0.0355 |  0.0139 |  -0.2340 |  0.0261 |
| C_20240710_101155_W_52160A82.VIS.bin_02_01_stars2_mom.cat    |    1.969 |   0.0266 | -0.0192 |  -0.0260 |  0.0036 |  -0.2329 |  0.0291 |
| C_20240710_102941_W_52160B06.VIS.bin_01_01_stars2_mom.cat    |    1.972 |   0.0314 | -0.0199 |  -0.0194 |  0.0080 |  -0.2311 |  0.0349 |
| C_20240710_104727_W_52160B88.VIS.bin_01_01_stars2_mom.cat    |    1.972 |   0.0303 | -0.0183 |  -0.0200 |  0.0065 |  -0.2306 |  0.0275 |
| C_20240710_110801_W_52160C02.VIS.bin_01_01_stars2_mom.cat    |    2.002 |   0.0340 | -0.0189 |  -0.0218 |  0.0042 |  -0.2347 |  0.0277 |
| C_20240710_110801_W_52160C02.VIS.bin_02_01_stars2_mom.cat    |    1.972 |   0.0277 | -0.0231 |  -0.0162 |  0.0045 |  -0.2308 |  0.0349 |
| C_20240710_112547_W_52160C82.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0287 | -0.0145 |  -0.0170 |  0.0040 |  -0.2405 |  0.0328 |
| C_20240710_112547_W_52160C82.VIS.bin_02_01_stars2_mom.cat    |    1.993 |   0.0240 | -0.0225 |  -0.0375 |  0.0028 |  -0.2311 |  0.0343 |
| C_20240710_114333_W_52160D04.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0299 | -0.0162 |  -0.0170 |  0.0041 |  -0.2363 |  0.0382 |
| C_20240710_120119_W_52160D80.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0342 | -0.0138 |  -0.0192 |  0.0074 |  -0.2324 |  0.0303 |
| C_20240710_122149_W_52160E02.VIS.bin_01_01_stars2_mom.cat    |    1.981 |   0.0350 | -0.0157 |  -0.0192 |  0.0091 |  -0.2364 |  0.0290 |
| C_20240710_122149_W_52160E02.VIS.bin_02_01_stars2_mom.cat    |    2.002 |   0.0283 | -0.0190 |  -0.0330 |  0.0043 |  -0.2262 |  0.0318 |
| C_20240710_123935_W_52160E82.VIS.bin_01_01_stars2_mom.cat    |    1.999 |   0.0319 | -0.0246 |  -0.0216 |  0.0096 |  -0.2311 |  0.0287 |
| C_20240710_123935_W_52160E82.VIS.bin_02_01_stars2_mom.cat    |    2.092 |   0.0127 |  0.0130 |  -0.0543 | -0.0046 |  -0.1976 |  0.0281 |
| C_20240710_125721_W_52160F06.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0290 | -0.0165 |  -0.0185 |  0.0051 |  -0.2409 |  0.0352 |
| C_20240710_131507_W_52160F88.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0336 | -0.0199 |  -0.0175 |  0.0063 |  -0.2351 |  0.0271 |
| C_20240710_133540_W_52161002.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0328 | -0.0189 |  -0.0229 |  0.0074 |  -0.2365 |  0.0251 |
| C_20240710_133540_W_52161002.VIS.bin_02_01_stars2_mom.cat    |    1.975 |   0.0236 | -0.0181 |  -0.0189 |  0.0005 |  -0.2413 |  0.0257 |
| C_20240710_135326_W_52161082.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0354 | -0.0168 |  -0.0185 |  0.0084 |  -0.2370 |  0.0244 |
| C_20240710_135326_W_52161082.VIS.bin_02_01_stars2_mom.cat    |    2.027 |   0.0290 | -0.0152 |  -0.0390 |  0.0070 |  -0.2246 |  0.0309 |
| C_20240710_141112_W_52161104.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0279 | -0.0126 |  -0.0191 |  0.0045 |  -0.2413 |  0.0248 |
| C_20240710_142858_W_52161180.VIS.bin_01_01_stars2_mom.cat    |    1.991 |   0.0326 | -0.0170 |  -0.0282 |  0.0057 |  -0.2352 |  0.0338 |
| C_20240710_144928_W_52161202.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0332 | -0.0075 |  -0.0205 |  0.0069 |  -0.2356 |  0.0340 |
| C_20240710_144928_W_52161202.VIS.bin_02_01_stars2_mom.cat    |    1.982 |   0.0254 | -0.0133 |  -0.0321 |  0.0052 |  -0.2367 |  0.0347 |
| C_20240710_150714_W_52161282.VIS.bin_01_01_stars2_mom.cat    |    1.996 |   0.0303 | -0.0162 |  -0.0220 |  0.0102 |  -0.2317 |  0.0291 |
| C_20240710_150714_W_52161282.VIS.bin_02_01_stars2_mom.cat    |    1.967 |   0.0320 | -0.0127 |  -0.0207 |  0.0042 |  -0.2322 |  0.0307 |
| C_20240710_152500_W_52161306.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0314 | -0.0173 |  -0.0223 |  0.0046 |  -0.2328 |  0.0352 |
| C_20240710_154246_W_52161388.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0286 | -0.0130 |  -0.0187 |  0.0088 |  -0.2354 |  0.0273 |
| C_20240710_160316_W_52161402.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0323 | -0.0180 |  -0.0173 |  0.0054 |  -0.2427 |  0.0267 |
| C_20240710_160316_W_52161402.VIS.bin_02_01_stars2_mom.cat    |    1.978 |   0.0338 | -0.0184 |  -0.0204 |  0.0008 |  -0.2343 |  0.0322 |
| C_20240710_162102_W_52161482.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0328 | -0.0220 |  -0.0170 |  0.0052 |  -0.2398 |  0.0222 |
| C_20240710_162102_W_52161482.VIS.bin_02_01_stars2_mom.cat    |    1.944 |   0.0254 | -0.0151 |  -0.0161 |  0.0010 |  -0.2339 |  0.0314 |
| C_20240710_163848_W_52161504.VIS.bin_01_01_stars2_mom.cat    |    1.964 |   0.0303 | -0.0233 |  -0.0164 |  0.0032 |  -0.2359 |  0.0233 |
| C_20240710_165634_W_52161580.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0300 | -0.0181 |  -0.0176 |  0.0064 |  -0.2343 |  0.0312 |
| C_20240710_171708_W_52161602.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0299 | -0.0211 |  -0.0252 |  0.0092 |  -0.2341 |  0.0288 |
| C_20240710_171708_W_52161602.VIS.bin_02_01_stars2_mom.cat    |    2.085 |   0.0173 | -0.0018 |  -0.0644 | -0.0369 |  -0.1883 |  0.0238 |
| C_20240710_173454_W_52161682.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0308 | -0.0178 |  -0.0192 |  0.0037 |  -0.2329 |  0.0340 |
| C_20240710_173454_W_52161682.VIS.bin_02_01_stars2_mom.cat    |    1.934 |   0.0209 | -0.0071 |  -0.0190 |  0.0011 |  -0.2306 |  0.0343 |
| C_20240710_175240_W_52161706.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0309 | -0.0127 |  -0.0215 |  0.0053 |  -0.2297 |  0.0357 |
| C_20240710_181026_W_52161780.VIS.bin_01_01_stars2_mom.cat    |    1.991 |   0.0304 | -0.0142 |  -0.0225 |  0.0056 |  -0.2350 |  0.0268 |
| C_20240710_183058_W_52161802.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0333 | -0.0181 |  -0.0187 |  0.0059 |  -0.2407 |  0.0249 |
| C_20240710_183058_W_52161802.VIS.bin_02_01_stars2_mom.cat    |    1.961 |   0.0238 | -0.0183 |  -0.0231 | -0.0012 |  -0.2345 |  0.0280 |
| C_20240710_184844_W_52161882.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0329 | -0.0184 |  -0.0223 |  0.0049 |  -0.2375 |  0.0229 |
| C_20240710_184844_W_52161882.VIS.bin_02_01_stars2_mom.cat    |    1.949 |   0.0236 | -0.0222 |  -0.0173 |  0.0004 |  -0.2365 |  0.0307 |
| C_20240710_190630_W_52161904.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0323 | -0.0152 |  -0.0209 |  0.0045 |  -0.2295 |  0.0275 |
| C_20240710_192416_W_52161988.VIS.bin_01_01_stars2_mom.cat    |    2.005 |   0.0321 | -0.0201 |  -0.0247 |  0.0064 |  -0.2341 |  0.0248 |
| C_20240710_194446_W_52161A02.VIS.bin_01_01_stars2_mom.cat    |    1.992 |   0.0349 | -0.0196 |  -0.0228 |  0.0072 |  -0.2401 |  0.0289 |
| C_20240710_194446_W_52161A02.VIS.bin_02_01_stars2_mom.cat    |    1.961 |   0.0297 | -0.0231 |  -0.0182 |  0.0061 |  -0.2387 |  0.0309 |
| C_20240710_200232_W_52161A82.VIS.bin_01_01_stars2_mom.cat    |    2.002 |   0.0307 | -0.0184 |  -0.0261 |  0.0083 |  -0.2307 |  0.0296 |
| C_20240710_200232_W_52161A82.VIS.bin_02_01_stars2_mom.cat    |    1.974 |   0.0256 | -0.0187 |  -0.0251 |  0.0036 |  -0.2367 |  0.0288 |
| C_20240710_202018_W_52161B06.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0321 | -0.0189 |  -0.0235 |  0.0053 |  -0.2388 |  0.0221 |
| C_20240710_203804_W_52161B80.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0290 | -0.0188 |  -0.0202 |  0.0060 |  -0.2398 |  0.0320 |
| C_20240710_205835_W_52161C02.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0312 | -0.0176 |  -0.0183 |  0.0062 |  -0.2357 |  0.0310 |
| C_20240710_205835_W_52161C02.VIS.bin_02_01_stars2_mom.cat    |    1.967 |   0.0308 | -0.0198 |  -0.0193 | -0.0020 |  -0.2390 |  0.0262 |
| C_20240710_211621_W_52161C82.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0313 | -0.0187 |  -0.0187 |  0.0084 |  -0.2378 |  0.0303 |
