image ; R2 ; e1 ; e2 ; score ; EASname 
C_20240709_171503_W_5215EF06.VIS.bin_01_01_  ;    1.978 ;  -0.0220 ;   0.0051 ;    15.51 ;  EUC_LE1_VIS-02530-1-W_20240709T171503.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_173249_W_5215EF80.VIS.bin_01_01_  ;    1.968 ;  -0.0193 ;   0.0058 ;    15.12 ;  EUC_LE1_VIS-02530-1-W_20240709T173249.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_175328_W_5215F002.VIS.bin_01_01_  ;    1.974 ;  -0.0209 ;   0.0060 ;    16.00 ;  EUC_LE1_VIS-02531-1-W_20240709T175328.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_175328_W_5215F002.VIS.bin_02_01_  ;    1.983 ;  -0.0297 ;   0.0036 ;     8.88 ;  EUC_LE1_VIS-02531-1-W_20240709T175328.000000Z_02_01_01.00_EUCLIDSOC
C_20240709_181114_W_5215F082.VIS.bin_01_01_  ;    1.989 ;  -0.0183 ;   0.0064 ;    29.76 ;  EUC_LE1_VIS-02531-1-W_20240709T181114.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_181114_W_5215F082.VIS.bin_02_01_  ;    1.977 ;  -0.0203 ;   0.0008 ;    17.11 ;  EUC_LE1_VIS-02531-1-W_20240709T181114.000000Z_02_01_01.00_EUCLIDSOC
C_20240709_182900_W_5215F104.VIS.bin_01_01_  ;    4.096 ;  -0.2972 ;   0.1043 ; 12749.61 ;  EUC_LE1_VIS-02531-1-W_20240709T182900.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_184646_W_5215F188.VIS.bin_01_01_  ;    1.977 ;  -0.0192 ;   0.0063 ;    20.54 ;  EUC_LE1_VIS-02531-1-W_20240709T184646.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_190725_W_5215F202.VIS.bin_01_01_  ;    1.994 ;  -0.0211 ;   0.0050 ;    26.17 ;  EUC_LE1_VIS-02532-1-W_20240709T190725.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_190725_W_5215F202.VIS.bin_02_01_  ;    1.970 ;  -0.0150 ;   0.0053 ;    22.87 ;  EUC_LE1_VIS-02532-1-W_20240709T190725.000000Z_02_01_01.00_EUCLIDSOC
C_20240709_192511_W_5215F282.VIS.bin_01_01_  ;    1.981 ;  -0.0190 ;   0.0045 ;    21.39 ;  EUC_LE1_VIS-02532-1-W_20240709T192511.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_192511_W_5215F282.VIS.bin_02_01_  ;    1.971 ;  -0.0200 ;  -0.0001 ;    15.31 ;  EUC_LE1_VIS-02532-1-W_20240709T192511.000000Z_02_01_01.00_EUCLIDSOC
C_20240709_194257_W_5215F306.VIS.bin_01_01_  ;    1.983 ;  -0.0205 ;   0.0068 ;    22.53 ;  EUC_LE1_VIS-02532-1-W_20240709T194257.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_200043_W_5215F380.VIS.bin_01_01_  ;    2.019 ;  -0.0245 ;  -0.0057 ;    50.21 ;  EUC_LE1_VIS-02532-1-W_20240709T200043.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_202125_W_5215F402.VIS.bin_01_01_  ;    1.971 ;  -0.0233 ;   0.0061 ;    11.81 ;  EUC_LE1_VIS-02533-1-W_20240709T202125.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_202125_W_5215F402.VIS.bin_02_01_  ;    1.948 ;  -0.0198 ;   0.0043 ;     5.56 ;  EUC_LE1_VIS-02533-1-W_20240709T202125.000000Z_02_01_01.00_EUCLIDSOC
C_20240709_203911_W_5215F482.VIS.bin_01_01_  ;    1.967 ;  -0.0200 ;   0.0040 ;    12.23 ;  EUC_LE1_VIS-02533-1-W_20240709T203911.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_203911_W_5215F482.VIS.bin_02_01_  ;    1.952 ;  -0.0178 ;  -0.0010 ;    11.17 ;  EUC_LE1_VIS-02533-1-W_20240709T203911.000000Z_02_01_01.00_EUCLIDSOC
C_20240709_205657_W_5215F504.VIS.bin_01_01_  ;    1.976 ;  -0.0217 ;   0.0044 ;    14.40 ;  EUC_LE1_VIS-02533-1-W_20240709T205657.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_211443_W_5215F580.VIS.bin_01_01_  ;    1.984 ;  -0.0218 ;   0.0074 ;    22.01 ;  EUC_LE1_VIS-02533-1-W_20240709T211443.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_213521_W_5215F602.VIS.bin_01_01_  ;    1.990 ;  -0.0205 ;   0.0043 ;    24.15 ;  EUC_LE1_VIS-02534-1-W_20240709T213521.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_213521_W_5215F602.VIS.bin_02_01_  ;    1.995 ;  -0.0251 ;   0.0014 ;    19.61 ;  EUC_LE1_VIS-02534-1-W_20240709T213521.000000Z_02_01_01.00_EUCLIDSOC
C_20240709_215307_W_5215F682.VIS.bin_01_01_  ;    1.982 ;  -0.0198 ;   0.0037 ;    20.19 ;  EUC_LE1_VIS-02534-1-W_20240709T215307.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_215307_W_5215F682.VIS.bin_02_01_  ;    1.979 ;  -0.0275 ;   0.0027 ;     8.88 ;  EUC_LE1_VIS-02534-1-W_20240709T215307.000000Z_02_01_01.00_EUCLIDSOC
C_20240709_221053_W_5215F706.VIS.bin_01_01_  ;    1.992 ;  -0.0255 ;   0.0022 ;    17.10 ;  EUC_LE1_VIS-02534-1-W_20240709T221053.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_222839_W_5215F788.VIS.bin_01_01_  ;    1.976 ;  -0.0213 ;   0.0068 ;    17.53 ;  EUC_LE1_VIS-02534-1-W_20240709T222839.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_224917_W_5215F802.VIS.bin_01_01_  ;    1.987 ;  -0.0221 ;   0.0083 ;    24.98 ;  EUC_LE1_VIS-02535-1-W_20240709T224917.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_224917_W_5215F802.VIS.bin_02_01_  ;    1.961 ;  -0.0201 ;   0.0001 ;    10.56 ;  EUC_LE1_VIS-02535-1-W_20240709T224917.000000Z_02_01_01.00_EUCLIDSOC
C_20240709_230703_W_5215F882.VIS.bin_01_01_  ;    1.993 ;  -0.0221 ;   0.0049 ;    23.67 ;  EUC_LE1_VIS-02535-1-W_20240709T230703.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_230703_W_5215F882.VIS.bin_02_01_  ;    1.994 ;  -0.0322 ;   0.0040 ;    11.62 ;  EUC_LE1_VIS-02535-1-W_20240709T230703.000000Z_02_01_01.00_EUCLIDSOC
C_20240709_232449_W_5215F904.VIS.bin_01_01_  ;    1.979 ;  -0.0244 ;   0.0049 ;    12.80 ;  EUC_LE1_VIS-02535-1-W_20240709T232449.000000Z_01_01_01.00_EUCLIDSOC
C_20240709_234235_W_5215F980.VIS.bin_01_01_  ;    1.983 ;  -0.0210 ;   0.0025 ;    18.63 ;  EUC_LE1_VIS-02535-1-W_20240709T234235.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_000315_W_5215FA02.VIS.bin_01_01_  ;    1.983 ;  -0.0249 ;   0.0068 ;    16.31 ;  EUC_LE1_VIS-02536-1-W_20240710T000315.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_000315_W_5215FA02.VIS.bin_02_01_  ;    1.969 ;  -0.0260 ;   0.0044 ;     7.00 ;  EUC_LE1_VIS-02536-1-W_20240710T000315.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_002101_W_5215FA82.VIS.bin_01_01_  ;    1.976 ;  -0.0209 ;   0.0056 ;    16.54 ;  EUC_LE1_VIS-02536-1-W_20240710T002101.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_002101_W_5215FA82.VIS.bin_02_01_  ;    1.957 ;  -0.0213 ;   0.0005 ;     7.44 ;  EUC_LE1_VIS-02536-1-W_20240710T002101.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_003847_W_5215FB06.VIS.bin_01_01_  ;    1.982 ;  -0.0195 ;   0.0091 ;    28.13 ;  EUC_LE1_VIS-02536-1-W_20240710T003847.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_005633_W_5215FB88.VIS.bin_01_01_  ;    1.978 ;  -0.0234 ;   0.0072 ;    16.38 ;  EUC_LE1_VIS-02536-1-W_20240710T005633.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_011712_W_5215FC02.VIS.bin_01_01_  ;    1.999 ;  -0.0244 ;   0.0048 ;    23.56 ;  EUC_LE1_VIS-02537-1-W_20240710T011712.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_011712_W_5215FC02.VIS.bin_02_01_  ;    1.964 ;  -0.0203 ;   0.0048 ;    11.04 ;  EUC_LE1_VIS-02537-1-W_20240710T011712.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_013458_W_5215FC82.VIS.bin_01_01_  ;    1.986 ;  -0.0187 ;   0.0070 ;    27.87 ;  EUC_LE1_VIS-02537-1-W_20240710T013458.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_013458_W_5215FC82.VIS.bin_02_01_  ;    1.986 ;  -0.0340 ;  -0.0051 ;    19.15 ;  EUC_LE1_VIS-02537-1-W_20240710T013458.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_015244_W_5215FD04.VIS.bin_01_01_  ;    1.994 ;  -0.0232 ;   0.0060 ;    23.58 ;  EUC_LE1_VIS-02537-1-W_20240710T015244.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_021030_W_5215FD80.VIS.bin_01_01_  ;    1.976 ;  -0.0226 ;   0.0048 ;    13.50 ;  EUC_LE1_VIS-02537-1-W_20240710T021030.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_023109_W_5215FE02.VIS.bin_01_01_  ;    1.972 ;  -0.0184 ;   0.0045 ;    17.32 ;  EUC_LE1_VIS-02538-1-W_20240710T023109.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_023109_W_5215FE02.VIS.bin_02_01_  ;    1.967 ;  -0.0184 ;  -0.0032 ;    20.79 ;  EUC_LE1_VIS-02538-1-W_20240710T023109.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_024855_W_5215FE82.VIS.bin_01_01_  ;    1.968 ;  -0.0169 ;   0.0034 ;    17.17 ;  EUC_LE1_VIS-02538-1-W_20240710T024855.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_024855_W_5215FE82.VIS.bin_02_01_  ;    1.975 ;  -0.0169 ;  -0.0003 ;    22.74 ;  EUC_LE1_VIS-02538-1-W_20240710T024855.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_030641_W_5215FF06.VIS.bin_01_01_  ;    1.986 ;  -0.0255 ;   0.0059 ;    15.83 ;  EUC_LE1_VIS-02538-1-W_20240710T030641.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_032427_W_5215FF88.VIS.bin_01_01_  ;    1.984 ;  -0.0207 ;   0.0053 ;    20.91 ;  EUC_LE1_VIS-02538-1-W_20240710T032427.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_034459_W_52160002.VIS.bin_01_01_  ;    1.965 ;  -0.0217 ;   0.0050 ;     9.97 ;  EUC_LE1_VIS-02539-1-W_20240710T034459.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_034459_W_52160002.VIS.bin_02_01_  ;    1.965 ;  -0.0198 ;   0.0007 ;    12.08 ;  EUC_LE1_VIS-02539-1-W_20240710T034459.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_040245_W_52160082.VIS.bin_01_01_  ;    1.976 ;  -0.0210 ;   0.0051 ;    15.91 ;  EUC_LE1_VIS-02539-1-W_20240710T040245.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_040245_W_52160082.VIS.bin_02_01_  ;    1.961 ;  -0.0169 ;  -0.0020 ;    17.78 ;  EUC_LE1_VIS-02539-1-W_20240710T040245.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_042031_W_52160104.VIS.bin_01_01_  ;    1.975 ;  -0.0238 ;   0.0053 ;    12.06 ;  EUC_LE1_VIS-02539-1-W_20240710T042031.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_043817_W_52160180.VIS.bin_01_01_  ;    1.976 ;  -0.0203 ;   0.0059 ;    17.76 ;  EUC_LE1_VIS-02539-1-W_20240710T043817.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_045849_W_52160202.VIS.bin_01_01_  ;    1.983 ;  -0.0212 ;   0.0087 ;    24.98 ;  EUC_LE1_VIS-02540-1-W_20240710T045849.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_045849_W_52160202.VIS.bin_02_01_  ;    1.993 ;  -0.0313 ;   0.0004 ;    12.56 ;  EUC_LE1_VIS-02540-1-W_20240710T045849.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_051635_W_52160282.VIS.bin_01_01_  ;    1.985 ;  -0.0257 ;   0.0062 ;    15.48 ;  EUC_LE1_VIS-02540-1-W_20240710T051635.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_051635_W_52160282.VIS.bin_02_01_  ;    1.978 ;  -0.0193 ;   0.0020 ;    18.65 ;  EUC_LE1_VIS-02540-1-W_20240710T051635.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_053421_W_52160306.VIS.bin_01_01_  ;    1.977 ;  -0.0217 ;   0.0078 ;    19.19 ;  EUC_LE1_VIS-02540-1-W_20240710T053421.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_055207_W_52160380.VIS.bin_01_01_  ;    1.976 ;  -0.0210 ;   0.0063 ;    17.24 ;  EUC_LE1_VIS-02540-1-W_20240710T055207.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_061240_W_52160402.VIS.bin_01_01_  ;    1.986 ;  -0.0232 ;   0.0070 ;    20.37 ;  EUC_LE1_VIS-02541-1-W_20240710T061240.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_061240_W_52160402.VIS.bin_02_01_  ;    1.995 ;  -0.0180 ;   0.0058 ;    33.90 ;  EUC_LE1_VIS-02541-1-W_20240710T061240.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_063026_W_52160482.VIS.bin_01_01_  ;    1.990 ;  -0.0168 ;   0.0055 ;    32.53 ;  EUC_LE1_VIS-02541-1-W_20240710T063026.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_063026_W_52160482.VIS.bin_02_01_  ;    1.954 ;  -0.0176 ;   0.0025 ;     9.58 ;  EUC_LE1_VIS-02541-1-W_20240710T063026.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_064812_W_52160504.VIS.bin_01_01_  ;    1.983 ;  -0.0224 ;   0.0077 ;    21.12 ;  EUC_LE1_VIS-02541-1-W_20240710T064812.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_070558_W_52160588.VIS.bin_01_01_  ;    1.997 ;  -0.0212 ;   0.0075 ;    31.30 ;  EUC_LE1_VIS-02541-1-W_20240710T070558.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_072632_W_52160602.VIS.bin_01_01_  ;    1.982 ;  -0.0203 ;   0.0072 ;    22.92 ;  EUC_LE1_VIS-02542-1-W_20240710T072632.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_072632_W_52160602.VIS.bin_02_01_  ;    1.964 ;  -0.0211 ;   0.0053 ;    10.52 ;  EUC_LE1_VIS-02542-1-W_20240710T072632.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_074418_W_52160682.VIS.bin_01_01_  ;    2.003 ;  -0.0233 ;   0.0031 ;    27.29 ;  EUC_LE1_VIS-02542-1-W_20240710T074418.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_074418_W_52160682.VIS.bin_02_01_  ;    1.943 ;  -0.0177 ;  -0.0022 ;    10.23 ;  EUC_LE1_VIS-02542-1-W_20240710T074418.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_080204_W_52160706.VIS.bin_01_01_  ;    1.998 ;  -0.0225 ;   0.0034 ;    25.41 ;  EUC_LE1_VIS-02542-1-W_20240710T080204.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_081950_W_52160780.VIS.bin_01_01_  ;    1.987 ;  -0.0223 ;   0.0046 ;    19.51 ;  EUC_LE1_VIS-02542-1-W_20240710T081950.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_084021_W_52160802.VIS.bin_01_01_  ;    1.990 ;  -0.0232 ;   0.0066 ;    22.00 ;  EUC_LE1_VIS-02543-1-W_20240710T084021.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_084021_W_52160802.VIS.bin_02_01_  ;    1.975 ;  -0.0257 ;  -0.0018 ;    12.75 ;  EUC_LE1_VIS-02543-1-W_20240710T084021.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_085807_W_52160882.VIS.bin_01_01_  ;    1.991 ;  -0.0225 ;   0.0070 ;    24.30 ;  EUC_LE1_VIS-02543-1-W_20240710T085807.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_085807_W_52160882.VIS.bin_02_01_  ;    1.995 ;  -0.0185 ;   0.0084 ;    37.08 ;  EUC_LE1_VIS-02543-1-W_20240710T085807.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_091553_W_52160904.VIS.bin_01_01_  ;    1.968 ;  -0.0188 ;   0.0051 ;    15.13 ;  EUC_LE1_VIS-02543-1-W_20240710T091553.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_093339_W_52160980.VIS.bin_01_01_  ;    1.991 ;  -0.0223 ;   0.0058 ;    22.98 ;  EUC_LE1_VIS-02543-1-W_20240710T093339.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_095409_W_52160A02.VIS.bin_01_01_  ;    1.979 ;  -0.0166 ;   0.0057 ;    25.69 ;  EUC_LE1_VIS-02544-1-W_20240710T095409.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_095409_W_52160A02.VIS.bin_02_01_  ;    1.970 ;  -0.0208 ;   0.0031 ;    12.26 ;  EUC_LE1_VIS-02544-1-W_20240710T095409.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_101155_W_52160A82.VIS.bin_01_01_  ;    2.009 ;  -0.0355 ;   0.0139 ;    39.01 ;  EUC_LE1_VIS-02544-1-W_20240710T101155.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_101155_W_52160A82.VIS.bin_02_01_  ;    1.969 ;  -0.0260 ;   0.0036 ;     6.62 ;  EUC_LE1_VIS-02544-1-W_20240710T101155.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_102941_W_52160B06.VIS.bin_01_01_  ;    1.972 ;  -0.0194 ;   0.0080 ;    20.38 ;  EUC_LE1_VIS-02544-1-W_20240710T102941.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_104727_W_52160B88.VIS.bin_01_01_  ;    1.972 ;  -0.0200 ;   0.0065 ;    16.95 ;  EUC_LE1_VIS-02544-1-W_20240710T104727.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_110801_W_52160C02.VIS.bin_01_01_  ;    2.002 ;  -0.0218 ;   0.0042 ;    29.79 ;  EUC_LE1_VIS-02545-1-W_20240710T110801.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_110801_W_52160C02.VIS.bin_02_01_  ;    1.972 ;  -0.0162 ;   0.0045 ;    21.13 ;  EUC_LE1_VIS-02545-1-W_20240710T110801.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_112547_W_52160C82.VIS.bin_01_01_  ;    1.980 ;  -0.0170 ;   0.0040 ;    24.19 ;  EUC_LE1_VIS-02545-1-W_20240710T112547.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_112547_W_52160C82.VIS.bin_02_01_  ;    1.993 ;  -0.0375 ;   0.0028 ;     8.98 ;  EUC_LE1_VIS-02545-1-W_20240710T112547.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_114333_W_52160D04.VIS.bin_01_01_  ;    1.974 ;  -0.0170 ;   0.0041 ;    20.60 ;  EUC_LE1_VIS-02545-1-W_20240710T114333.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_120119_W_52160D80.VIS.bin_01_01_  ;    1.973 ;  -0.0192 ;   0.0074 ;    20.08 ;  EUC_LE1_VIS-02545-1-W_20240710T120119.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_122149_W_52160E02.VIS.bin_01_01_  ;    1.981 ;  -0.0192 ;   0.0091 ;    28.05 ;  EUC_LE1_VIS-02546-1-W_20240710T122149.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_122149_W_52160E02.VIS.bin_02_01_  ;    2.002 ;  -0.0330 ;   0.0043 ;    14.66 ;  EUC_LE1_VIS-02546-1-W_20240710T122149.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_123935_W_52160E82.VIS.bin_01_01_  ;    1.999 ;  -0.0216 ;   0.0096 ;    36.50 ;  EUC_LE1_VIS-02546-1-W_20240710T123935.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_123935_W_52160E82.VIS.bin_02_01_  ;    2.092 ;  -0.0543 ;  -0.0046 ;    64.20 ;  EUC_LE1_VIS-02546-1-W_20240710T123935.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_125721_W_52160F06.VIS.bin_01_01_  ;    1.977 ;  -0.0185 ;   0.0051 ;    20.38 ;  EUC_LE1_VIS-02546-1-W_20240710T125721.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_131507_W_52160F88.VIS.bin_01_01_  ;    1.974 ;  -0.0175 ;   0.0063 ;    21.74 ;  EUC_LE1_VIS-02546-1-W_20240710T131507.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_133540_W_52161002.VIS.bin_01_01_  ;    1.988 ;  -0.0229 ;   0.0074 ;    22.59 ;  EUC_LE1_VIS-02547-1-W_20240710T133540.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_133540_W_52161002.VIS.bin_02_01_  ;    1.975 ;  -0.0189 ;   0.0005 ;    18.48 ;  EUC_LE1_VIS-02547-1-W_20240710T133540.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_135326_W_52161082.VIS.bin_01_01_  ;    1.978 ;  -0.0185 ;   0.0084 ;    25.93 ;  EUC_LE1_VIS-02547-1-W_20240710T135326.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_135326_W_52161082.VIS.bin_02_01_  ;    2.027 ;  -0.0390 ;   0.0070 ;    25.61 ;  EUC_LE1_VIS-02547-1-W_20240710T135326.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_141112_W_52161104.VIS.bin_01_01_  ;    1.975 ;  -0.0191 ;   0.0045 ;    17.81 ;  EUC_LE1_VIS-02547-1-W_20240710T141112.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_142858_W_52161180.VIS.bin_01_01_  ;    1.991 ;  -0.0282 ;   0.0057 ;    15.02 ;  EUC_LE1_VIS-02547-1-W_20240710T142858.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_144928_W_52161202.VIS.bin_01_01_  ;    1.971 ;  -0.0205 ;   0.0069 ;    16.36 ;  EUC_LE1_VIS-02548-1-W_20240710T144928.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_144928_W_52161202.VIS.bin_02_01_  ;    1.982 ;  -0.0321 ;   0.0052 ;     8.25 ;  EUC_LE1_VIS-02548-1-W_20240710T144928.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_150714_W_52161282.VIS.bin_01_01_  ;    1.996 ;  -0.0220 ;   0.0102 ;    35.35 ;  EUC_LE1_VIS-02548-1-W_20240710T150714.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_150714_W_52161282.VIS.bin_02_01_  ;    1.967 ;  -0.0207 ;   0.0042 ;    11.42 ;  EUC_LE1_VIS-02548-1-W_20240710T150714.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_152500_W_52161306.VIS.bin_01_01_  ;    1.986 ;  -0.0223 ;   0.0046 ;    18.94 ;  EUC_LE1_VIS-02548-1-W_20240710T152500.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_154246_W_52161388.VIS.bin_01_01_  ;    1.979 ;  -0.0187 ;   0.0088 ;    27.05 ;  EUC_LE1_VIS-02548-1-W_20240710T154246.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_160316_W_52161402.VIS.bin_01_01_  ;    1.976 ;  -0.0173 ;   0.0054 ;    22.21 ;  EUC_LE1_VIS-02549-1-W_20240710T160316.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_160316_W_52161402.VIS.bin_02_01_  ;    1.978 ;  -0.0204 ;   0.0008 ;    17.49 ;  EUC_LE1_VIS-02549-1-W_20240710T160316.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_162102_W_52161482.VIS.bin_01_01_  ;    1.971 ;  -0.0170 ;   0.0052 ;    19.68 ;  EUC_LE1_VIS-02549-1-W_20240710T162102.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_162102_W_52161482.VIS.bin_02_01_  ;    1.944 ;  -0.0161 ;   0.0010 ;     8.34 ;  EUC_LE1_VIS-02549-1-W_20240710T162102.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_163848_W_52161504.VIS.bin_01_01_  ;    1.964 ;  -0.0164 ;   0.0032 ;    15.87 ;  EUC_LE1_VIS-02549-1-W_20240710T163848.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_165634_W_52161580.VIS.bin_01_01_  ;    1.968 ;  -0.0176 ;   0.0064 ;    18.45 ;  EUC_LE1_VIS-02549-1-W_20240710T165634.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_171708_W_52161602.VIS.bin_01_01_  ;    1.990 ;  -0.0252 ;   0.0092 ;    24.21 ;  EUC_LE1_VIS-02550-1-W_20240710T171708.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_171708_W_52161602.VIS.bin_02_01_  ;    2.085 ;  -0.0644 ;  -0.0369 ;   344.65 ;  EUC_LE1_VIS-02550-1-W_20240710T171708.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_173454_W_52161682.VIS.bin_01_01_  ;    1.986 ;  -0.0192 ;   0.0037 ;    23.70 ;  EUC_LE1_VIS-02550-1-W_20240710T173454.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_173454_W_52161682.VIS.bin_02_01_  ;    1.934 ;  -0.0190 ;   0.0011 ;     2.89 ;  EUC_LE1_VIS-02550-1-W_20240710T173454.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_175240_W_52161706.VIS.bin_01_01_  ;    1.980 ;  -0.0215 ;   0.0053 ;    17.44 ;  EUC_LE1_VIS-02550-1-W_20240710T175240.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_181026_W_52161780.VIS.bin_01_01_  ;    1.991 ;  -0.0225 ;   0.0056 ;    22.43 ;  EUC_LE1_VIS-02550-1-W_20240710T181026.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_183058_W_52161802.VIS.bin_01_01_  ;    1.988 ;  -0.0187 ;   0.0059 ;    27.65 ;  EUC_LE1_VIS-02551-1-W_20240710T183058.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_183058_W_52161802.VIS.bin_02_01_  ;    1.961 ;  -0.0231 ;  -0.0012 ;     9.08 ;  EUC_LE1_VIS-02551-1-W_20240710T183058.000000Z_02_01_01.00_EUCLIDSOC
C_20240710_184844_W_52161882.VIS.bin_01_01_  ;    1.988 ;  -0.0223 ;   0.0049 ;    20.31 ;  EUC_LE1_VIS-02551-1-W_20240710T184844.000000Z_01_01_01.00_EUCLIDSOC
C_20240710_184844_W_52161882.VIS.bin_02_01_  ;    1.949 ;  -0.0173 ;   0.0004 ;     9.09 ;  EUC_LE1_VIS-02551-1-W_20240710T184844.000000Z_02_01_01.00_EUCLIDSOC
