image , R2 , e1 , e2 , score 
C_20240715_002633_W_5216BD80.VIS.bin_01_01_  ,    1.976 ,  -0.0181 ,   0.0046 ,    20.10
C_20240715_004704_W_5216BE02.VIS.bin_01_01_  ,    1.976 ,  -0.0218 ,   0.0065 ,    16.41
C_20240715_004704_W_5216BE02.VIS.bin_02_01_  ,    1.973 ,  -0.0258 ,   0.0058 ,     9.81
C_20240715_010450_W_5216BE82.VIS.bin_01_01_  ,    1.998 ,  -0.0266 ,   0.0084 ,    24.93
C_20240715_010450_W_5216BE82.VIS.bin_02_01_  ,    1.963 ,  -0.0253 ,   0.0017 ,     5.30
C_20240715_012236_W_5216BF06.VIS.bin_01_01_  ,    1.978 ,  -0.0209 ,   0.0050 ,    17.00
C_20240715_014022_W_5216BF88.VIS.bin_01_01_  ,    1.987 ,  -0.0208 ,   0.0075 ,    25.56
C_20240715_020054_W_5216C002.VIS.bin_01_01_  ,    1.987 ,  -0.0227 ,   0.0044 ,    18.77
C_20240715_020054_W_5216C002.VIS.bin_02_01_  ,    1.948 ,  -0.0152 ,   0.0016 ,    10.66
C_20240715_021840_W_5216C082.VIS.bin_01_01_  ,    1.984 ,  -0.0206 ,   0.0052 ,    20.98
C_20240715_021840_W_5216C082.VIS.bin_02_01_  ,    1.937 ,  -0.0196 ,  -0.0031 ,     8.95
C_20240715_023626_W_5216C104.VIS.bin_01_01_  ,    1.987 ,  -0.0202 ,   0.0063 ,    24.72
C_20240715_025412_W_5216C180.VIS.bin_01_01_  ,    1.987 ,  -0.0200 ,   0.0059 ,    24.57
C_20240715_031446_W_5216C202.VIS.bin_01_01_  ,    1.982 ,  -0.0212 ,   0.0070 ,    21.16
C_20240715_031446_W_5216C202.VIS.bin_02_01_  ,    1.971 ,  -0.0234 ,   0.0042 ,     9.98
C_20240715_033232_W_5216C282.VIS.bin_01_01_  ,    1.988 ,  -0.0189 ,   0.0059 ,    27.26
C_20240715_033232_W_5216C282.VIS.bin_02_01_  ,    1.947 ,  -0.0168 ,  -0.0031 ,    14.35
C_20240715_035018_W_5216C306.VIS.bin_01_01_  ,    1.993 ,  -0.0249 ,   0.0069 ,    21.68
C_20240715_040804_W_5216C388.VIS.bin_01_01_  ,    1.991 ,  -0.0208 ,   0.0078 ,    28.61
C_20240715_042834_W_5216C402.VIS.bin_01_01_  ,    1.986 ,  -0.0221 ,   0.0034 ,    18.68
C_20240715_042834_W_5216C402.VIS.bin_02_01_  ,    1.966 ,  -0.0201 ,   0.0026 ,    11.35
C_20240715_044620_W_5216C482.VIS.bin_01_01_  ,    1.979 ,  -0.0250 ,   0.0073 ,    15.16
C_20240715_044620_W_5216C482.VIS.bin_02_01_  ,    1.951 ,  -0.0196 ,   0.0063 ,     8.60
C_20240715_050406_W_5216C504.VIS.bin_01_01_  ,    1.993 ,  -0.0261 ,   0.0051 ,    17.85
C_20240715_052152_W_5216C580.VIS.bin_01_01_  ,    1.971 ,  -0.0228 ,   0.0059 ,    12.11
C_20240715_054311_W_5216C602.VIS.bin_01_01_  ,    1.981 ,  -0.0182 ,   0.0073 ,    26.15
C_20240715_054311_W_5216C602.VIS.bin_02_01_  ,    1.960 ,  -0.0200 ,  -0.0007 ,    11.19
C_20240715_060057_W_5216C682.VIS.bin_01_01_  ,    1.984 ,  -0.0228 ,   0.0075 ,    20.71
C_20240715_060057_W_5216C682.VIS.bin_02_01_  ,    3.038 ,   0.0846 ,   0.3088 , 26340.61
C_20240715_061843_W_5216C706.VIS.bin_01_01_  ,    1.966 ,  -0.0195 ,   0.0093 ,    20.23
C_20240715_063629_W_5216C788.VIS.bin_01_01_  ,    1.979 ,  -0.0234 ,   0.0036 ,    13.26
C_20240715_065700_W_5216C802.VIS.bin_01_01_  ,    1.981 ,  -0.0236 ,   0.0054 ,    15.17
C_20240715_065700_W_5216C802.VIS.bin_02_01_  ,    1.970 ,  -0.0163 ,   0.0005 ,    20.15
C_20240715_071446_W_5216C882.VIS.bin_01_01_  ,    1.979 ,  -0.0230 ,   0.0063 ,    16.01
C_20240715_071446_W_5216C882.VIS.bin_02_01_  ,    1.962 ,  -0.0181 ,   0.0031 ,    12.30
C_20240715_073232_W_5216C904.VIS.bin_01_01_  ,    1.970 ,  -0.0193 ,   0.0066 ,    17.13
C_20240715_075018_W_5216C980.VIS.bin_01_01_  ,    1.975 ,  -0.0224 ,   0.0060 ,    14.49
C_20240715_081050_W_5216CA02.VIS.bin_01_01_  ,    1.975 ,  -0.0198 ,   0.0066 ,    18.92
C_20240715_081050_W_5216CA02.VIS.bin_02_01_  ,    1.956 ,  -0.0183 ,  -0.0053 ,    21.58
C_20240715_082836_W_5216CA82.VIS.bin_01_01_  ,    1.971 ,  -0.0162 ,   0.0060 ,    21.97
C_20240715_082836_W_5216CA82.VIS.bin_02_01_  ,    1.947 ,  -0.0245 ,  -0.0012 ,     4.68
C_20240715_084622_W_5216CB06.VIS.bin_01_01_  ,    1.966 ,  -0.0220 ,   0.0020 ,     9.18
C_20240715_090408_W_5216CB80.VIS.bin_01_01_  ,    1.979 ,  -0.0241 ,   0.0056 ,    13.81
C_20240715_092438_W_5216CC02.VIS.bin_01_01_  ,    1.988 ,  -0.0261 ,   0.0032 ,    14.26
C_20240715_092438_W_5216CC02.VIS.bin_02_01_  ,    1.966 ,  -0.0230 ,   0.0026 ,     8.03
C_20240715_094224_W_5216CC82.VIS.bin_01_01_  ,    1.991 ,  -0.0204 ,   0.0059 ,    26.40
C_20240715_094224_W_5216CC82.VIS.bin_02_01_  ,    1.980 ,  -0.0192 ,   0.0001 ,    21.17
C_20240715_100010_W_5216CD04.VIS.bin_01_01_  ,    1.992 ,  -0.0230 ,   0.0041 ,    21.04
C_20240715_101756_W_5216CD88.VIS.bin_01_01_  ,    1.983 ,  -0.0192 ,   0.0069 ,    24.91
C_20240715_103854_W_5216CE02.VIS.bin_01_01_  ,    1.988 ,  -0.0233 ,   0.0076 ,    22.36
C_20240715_103854_W_5216CE02.VIS.bin_02_01_  ,    1.955 ,  -0.0171 ,  -0.0003 ,    12.36
C_20240715_105640_W_5216CE82.VIS.bin_01_01_  ,    1.982 ,  -0.0212 ,   0.0080 ,    22.94
C_20240715_105640_W_5216CE82.VIS.bin_02_01_  ,    1.978 ,  -0.0265 ,  -0.0015 ,    12.71
C_20240715_111426_W_5216CF06.VIS.bin_01_01_  ,    1.974 ,  -0.0185 ,   0.0068 ,    20.75
C_20240715_113212_W_5216CF80.VIS.bin_01_01_  ,    1.976 ,  -0.0176 ,   0.0068 ,    23.43
C_20240715_175946_W_5216D082.VIS.bin_01_01_  ,    1.983 ,  -0.0199 ,   0.0067 ,    23.38
C_20240715_175946_W_5216D082.VIS.bin_02_01_  ,    1.954 ,  -0.0210 ,   0.0011 ,     6.31
C_20240715_181732_W_5216D102.VIS.bin_01_01_  ,    1.974 ,  -0.0182 ,   0.0052 ,    19.29
C_20240715_181732_W_5216D102.VIS.bin_02_01_  ,    1.963 ,  -0.0240 ,   0.0008 ,     6.78
C_20240715_183518_W_5216D184.VIS.bin_01_01_  ,    1.977 ,  -0.0206 ,   0.0051 ,    17.01
C_20240715_185304_W_5216D200.VIS.bin_01_01_  ,    1.989 ,  -0.0229 ,   0.0088 ,    25.98
C_20240715_191344_W_5216D282.VIS.bin_01_01_  ,    1.974 ,  -0.0211 ,   0.0048 ,    14.52
C_20240715_191344_W_5216D282.VIS.bin_02_01_  ,    1.952 ,  -0.0246 ,   0.0032 ,     2.75
C_20240715_193130_W_5216D302.VIS.bin_01_01_  ,    1.977 ,  -0.0208 ,   0.0065 ,    18.32
C_20240715_193130_W_5216D302.VIS.bin_02_01_  ,    1.950 ,  -0.0211 ,   0.0028 ,     4.54
C_20240715_194916_W_5216D386.VIS.bin_01_01_  ,    1.979 ,  -0.0177 ,   0.0063 ,    24.33
C_20240715_200702_W_5216D408.VIS.bin_01_01_  ,    1.980 ,  -0.0198 ,   0.0056 ,    20.40
C_20240715_202742_W_5216D482.VIS.bin_01_01_  ,    1.978 ,  -0.0212 ,   0.0054 ,    16.93
C_20240715_202742_W_5216D482.VIS.bin_02_01_  ,    2.001 ,  -0.0408 ,   0.0081 ,    16.54
C_20240715_204528_W_5216D502.VIS.bin_01_01_  ,    1.978 ,  -0.0211 ,   0.0051 ,    16.79
C_20240715_204528_W_5216D502.VIS.bin_02_01_  ,    1.970 ,  -0.0200 ,   0.0077 ,    17.95
C_20240715_210314_W_5216D584.VIS.bin_01_01_  ,    1.975 ,  -0.0191 ,   0.0068 ,    20.32
C_20240715_212100_W_5216D600.VIS.bin_01_01_  ,    1.987 ,  -0.0218 ,   0.0084 ,    25.66
C_20240715_214224_W_5216D682.VIS.bin_01_01_  ,    1.988 ,  -0.0253 ,   0.0079 ,    20.20
C_20240715_214224_W_5216D682.VIS.bin_02_01_  ,    1.960 ,  -0.0197 ,   0.0001 ,    10.64
C_20240715_220010_W_5216D702.VIS.bin_01_01_  ,    1.976 ,  -0.0169 ,   0.0039 ,    21.87
C_20240715_220010_W_5216D702.VIS.bin_02_01_  ,    1.945 ,  -0.0177 ,   0.0009 ,     6.91
C_20240715_221756_W_5216D786.VIS.bin_01_01_  ,    1.973 ,  -0.0174 ,   0.0048 ,    19.76
C_20240715_223542_W_5216D808.VIS.bin_01_01_  ,    1.980 ,  -0.0216 ,   0.0070 ,    19.47
C_20240715_225620_W_5216D882.VIS.bin_01_01_  ,    1.975 ,  -0.0194 ,   0.0064 ,    19.26
C_20240715_225620_W_5216D882.VIS.bin_02_01_  ,    2.028 ,  -0.0130 ,  -0.0070 ,    95.11
C_20240715_231406_W_5216D902.VIS.bin_01_01_  ,    2.004 ,  -0.0249 ,   0.0027 ,    25.17
C_20240715_231406_W_5216D902.VIS.bin_02_01_  ,    1.944 ,  -0.0172 ,  -0.0003 ,     8.23
C_20240715_233152_W_5216D984.VIS.bin_01_01_  ,    1.984 ,  -0.0225 ,   0.0051 ,    17.93
C_20240715_234938_W_5216DA00.VIS.bin_01_01_  ,    1.973 ,  -0.0195 ,   0.0075 ,    19.80
C_20240716_001016_W_5216DA82.VIS.bin_01_01_  ,    1.974 ,  -0.0201 ,   0.0056 ,    16.69
C_20240716_001016_W_5216DA82.VIS.bin_02_01_  ,    1.960 ,  -0.0145 ,   0.0007 ,    17.78
C_20240716_002802_W_5216DB02.VIS.bin_01_01_  ,    1.964 ,  -0.0185 ,   0.0055 ,    14.06
C_20240716_002802_W_5216DB02.VIS.bin_02_01_  ,    1.960 ,  -0.0174 ,  -0.0003 ,    14.10
C_20240716_004548_W_5216DB86.VIS.bin_01_01_  ,    1.975 ,  -0.0215 ,   0.0028 ,    13.66
C_20240716_010334_W_5216DC08.VIS.bin_01_01_  ,    1.969 ,  -0.0207 ,   0.0037 ,    12.08
C_20240716_012412_W_5216DC82.VIS.bin_01_01_  ,    1.983 ,  -0.0206 ,   0.0047 ,    19.99
C_20240716_012412_W_5216DC82.VIS.bin_02_01_  ,    1.965 ,  -0.0185 ,   0.0007 ,    13.86
C_20240716_014158_W_5216DD02.VIS.bin_01_01_  ,    1.976 ,  -0.0206 ,   0.0071 ,    19.01
C_20240716_014158_W_5216DD02.VIS.bin_02_01_  ,    1.981 ,  -0.0178 ,  -0.0101 ,    53.88
C_20240716_015944_W_5216DD84.VIS.bin_01_01_  ,    1.978 ,  -0.0205 ,   0.0065 ,    19.30
C_20240716_021730_W_5216DE00.VIS.bin_01_01_  ,    1.982 ,  -0.0219 ,   0.0081 ,    22.08
C_20240716_023853_W_5216DE82.VIS.bin_01_01_  ,    1.986 ,  -0.0222 ,   0.0069 ,    21.70
C_20240716_023853_W_5216DE82.VIS.bin_02_01_  ,    1.977 ,  -0.0198 ,   0.0015 ,    17.47
C_20240716_025639_W_5216DF02.VIS.bin_01_01_  ,    1.992 ,  -0.0257 ,   0.0069 ,    20.04
C_20240716_025639_W_5216DF02.VIS.bin_02_01_  ,    1.976 ,  -0.0198 ,   0.0003 ,    17.76
C_20240716_031425_W_5216DF86.VIS.bin_01_01_  ,    1.990 ,  -0.0166 ,   0.0060 ,    33.54
C_20240716_033211_W_5216E000.VIS.bin_01_01_  ,    1.973 ,  -0.0169 ,   0.0052 ,    20.99
C_20240716_035314_W_5216E082.VIS.bin_01_01_  ,    1.980 ,  -0.0220 ,   0.0067 ,    18.43
C_20240716_035314_W_5216E082.VIS.bin_02_01_  ,    1.958 ,  -0.0172 ,   0.0044 ,    12.30
C_20240716_041100_W_5216E102.VIS.bin_01_01_  ,    1.966 ,  -0.0198 ,   0.0064 ,    14.26
C_20240716_041100_W_5216E102.VIS.bin_02_01_  ,    1.945 ,  -0.0185 ,   0.0015 ,     5.74
C_20240716_042846_W_5216E184.VIS.bin_01_01_  ,    1.971 ,  -0.0220 ,   0.0062 ,    13.42
C_20240716_044632_W_5216E208.VIS.bin_01_01_  ,    1.973 ,  -0.0189 ,   0.0063 ,    18.85
C_20240716_050710_W_5216E282.VIS.bin_01_01_  ,    2.041 ,  -0.0467 ,   0.0082 ,    31.35
C_20240716_050710_W_5216E282.VIS.bin_02_01_  ,    1.959 ,  -0.0146 ,   0.0028 ,    16.32
C_20240716_052456_W_5216E302.VIS.bin_01_01_  ,    1.975 ,  -0.0198 ,   0.0074 ,    20.20
C_20240716_052456_W_5216E302.VIS.bin_02_01_  ,    1.966 ,  -0.0269 ,   0.0022 ,     5.01
C_20240716_054242_W_5216E386.VIS.bin_01_01_  ,    1.982 ,  -0.0221 ,   0.0060 ,    18.39
C_20240716_060028_W_5216E400.VIS.bin_01_01_  ,    1.991 ,  -0.0201 ,   0.0035 ,    25.19
C_20240716_062108_W_5216E482.VIS.bin_01_01_  ,    1.997 ,  -0.0255 ,   0.0056 ,    21.41
C_20240716_062108_W_5216E482.VIS.bin_02_01_  ,    1.957 ,  -0.0217 ,   0.0007 ,     6.90
C_20240716_063854_W_5216E502.VIS.bin_01_01_  ,    1.995 ,  -0.0244 ,   0.0065 ,    22.97
C_20240716_063854_W_5216E502.VIS.bin_02_01_  ,    2.413 ,  -0.0318 ,   0.1444 ,  4713.39
C_20240716_065640_W_5216E584.VIS.bin_01_01_  ,    1.993 ,  -0.0271 ,   0.0039 ,    15.82
C_20240716_071426_W_5216E600.VIS.bin_01_01_  ,    1.985 ,  -0.0194 ,   0.0087 ,    29.20
C_20240716_073504_W_5216E682.VIS.bin_01_01_  ,    1.978 ,  -0.0167 ,   0.0068 ,    26.31
C_20240716_073504_W_5216E682.VIS.bin_02_01_  ,    1.989 ,  -0.0287 ,   0.0003 ,    13.08
C_20240716_075250_W_5216E702.VIS.bin_01_01_  ,    2.000 ,  -0.0232 ,   0.0067 ,    28.37
C_20240716_075250_W_5216E702.VIS.bin_02_01_  ,    1.990 ,  -0.0245 ,   0.0064 ,    19.83
C_20240716_081036_W_5216E786.VIS.bin_01_01_  ,    1.971 ,  -0.0186 ,   0.0049 ,    16.78
C_20240716_082822_W_5216E808.VIS.bin_01_01_  ,    1.987 ,  -0.0242 ,   0.0066 ,    18.91
C_20240716_084903_W_5216E882.VIS.bin_01_01_  ,    1.989 ,  -0.0206 ,   0.0068 ,    25.98
C_20240716_084903_W_5216E882.VIS.bin_02_01_  ,    1.945 ,  -0.0220 ,  -0.0013 ,     5.71
C_20240716_090649_W_5216E902.VIS.bin_01_01_  ,    1.990 ,  -0.0264 ,   0.0090 ,    22.23
C_20240716_090649_W_5216E902.VIS.bin_02_01_  ,    1.962 ,  -0.0248 ,   0.0065 ,     7.81
C_20240716_092435_W_5216E984.VIS.bin_01_01_  ,    1.968 ,  -0.0168 ,   0.0045 ,    17.84
C_20240716_094221_W_5216EA00.VIS.bin_01_01_  ,    1.965 ,  -0.0184 ,   0.0052 ,    14.37
C_20240716_100259_W_5216EA82.VIS.bin_01_01_  ,    1.973 ,  -0.0224 ,   0.0073 ,    15.48
C_20240716_100259_W_5216EA82.VIS.bin_02_01_  ,    1.970 ,  -0.0198 ,  -0.0018 ,    17.46
C_20240716_102045_W_5216EB02.VIS.bin_01_01_  ,    1.983 ,  -0.0201 ,   0.0047 ,    20.82
C_20240716_102045_W_5216EB02.VIS.bin_02_01_  ,    1.977 ,  -0.0256 ,  -0.0017 ,    13.47
C_20240716_103831_W_5216EB86.VIS.bin_01_01_  ,    1.972 ,  -0.0214 ,   0.0020 ,    12.47
C_20240716_105617_W_5216EC08.VIS.bin_01_01_  ,    1.975 ,  -0.0205 ,   0.0076 ,    19.51
C_20240716_111655_W_5216EC82.VIS.bin_01_01_  ,    1.978 ,  -0.0200 ,   0.0073 ,    21.33
C_20240716_111655_W_5216EC82.VIS.bin_02_01_  ,    1.990 ,  -0.0202 ,   0.0127 ,    42.87
C_20240716_113441_W_5216ED02.VIS.bin_01_01_  ,    1.987 ,  -0.0215 ,   0.0074 ,    24.21
C_20240716_113441_W_5216ED02.VIS.bin_02_01_  ,    1.979 ,  -0.0204 ,   0.0045 ,    17.92
C_20240716_115227_W_5216ED84.VIS.bin_01_01_  ,    1.982 ,  -0.0197 ,   0.0054 ,    21.52
